"tract","Name","Median_Rent_2012-16"
6065044403,"Anza, CA",937
40109107210,"South Oklahoma City, Oklahoma City, OK",936
53009002000,"Sequim, WA",936
48439100201,"Diamond Hill - Jarvis, Fort Worth, TX",936
12099002900,"West Palm Beach, FL",936
48113009105,"Piedmont Addition, Dallas, TX",936
23015975400,"Newcastle, ME",936
12103026811,"Clearwater, FL",935
12031010800,"Northside, Jacksonville, FL",935
6037535605,"South Gate, CA",935
48113016502,"Duncanville, TX",934
17043845505,"Darien, IL",934
32003002847,"Las Vegas, NV",933
48061011302,"Harlingen, TX",933
27053022302,"Aquila, Saint Louis Park, MN",932
12127090204,"DeLand, FL",932
27037060750,"Eagan, MN",931
9009351100,"Waterbury, CT",931
26091062200,"Blissfield, MI",931
17097860809,"Antioch, IL",930
12095013603,"Southeast Orlando, Orlando, FL",930
41051009202,"Southeast Portland, Portland, OR",930
53061051701,"Lynnwood, WA",929
39049009383,"Elmbrook Village, Reynoldsburg, OH",929
37119001923,"Hickory Ridge, Charlotte, NC",929
55127001602,"Lake Geneva, WI",929
17031820104,"Countryside, IL",928
6037535606,"South Gate, CA",928
37081016503,"Greensboro, NC",927
17031801300,"Wilmette, IL",927
17031190800,"Belmont Cragin, Chicago, IL",927
25005651001,"New Bedford, MA",927
48041001701,"College Station, TX",927
46083010102,"Sioux Falls, SD",926
13063040414,"Forest Park, GA",926
55133200101,"Capitol Hill, Menomonee Falls, WI",926
37183053709,"Northwest Raleigh, Raleigh, NC",926
29189213500,"St. Louis, MO",926
17113001105,"Bloomington, IL",925
26163501100,"Detroit, MI",925
48061012305,"South Padre Island, TX",925
42045401101,"Drexel Hill, Upper Darby, PA",925
42045401900,"Lansdowne, PA",925
25005650201,"New Bedford, MA",925
36077590900,"Oneonta, NY",924
55127001501,"Lake Geneva, WI",924
51710006604,"Norfolk, VA",923
44007010400,"East Providence, RI",923
6061022014,"Olympic Valley, CA",923
48139060701,"Midlothian, TX",922
40143007516,"Broken Arrow, OK",922
19103001600,"Longfellow, Iowa City, IA",922
13219030100,"Bogart, GA",921
17031191200,"Belmont Cragin, Chicago, IL",921
12105011604,"Auburndale, FL",921
6037203720,"Boyle Heights, Los Angeles, CA",920
48085031714,"Far North Dallas, Dallas, TX",920
42041010700,"New Cumberland, PA",920
24005403402,"Pikesville, MD",919
25015822606,"Williamsburg, MA",919
10005051101,"Rehoboth Beach, DE",919
48439113628,"Bedford, TX",918
35013000402,"Las Cruces, NM",917
33011001300,"Corey Square, Manchester, NH",917
37119003109,"Starmount Forest, Charlotte, NC",917
53015001900,"Longview, WA",917
53039950300,"White Salmon, WA",917
49035103500,"Central City, Salt Lake City, UT",915
29183311500,"Saint Charles, MO",914
42043021200,"Harrisburg, PA",914
26163545900,"Warrendale, Detroit, MI",914
17201003904,"Roscoe, IL",913
47035970101,"Crossville, TN",913
17031812500,"Oak Park, IL",913
37021002301,"Arden, NC",912
1073011703,"Gardendale, AL",911
12073000303,"Tallahassee, FL",910
4019004332,"Green Valley, AZ",909
27163070704,"Bayport, MN",909
36001013901,"Albany, NY",909
45019001500,"North-Central, Charleston, SC",908
6065042720,"Homeland, CA",908
8077001800,"Collbran, CO",908
49057210402,"Farr West, UT",907
41039002504,"Bethel-Danebo, Eugene, OR",907
49057200700,"Ogden, UT",907
45079010407,"Columbia, SC",907
29029950300,"Camdenton, MO",906
36039080402,"Hunter, NY",906
22033003507,"Park Forest/LA North, Baton Rouge, LA",906
48157675400,"Rosenberg, TX",906
18173030705,"Newburgh, IN",905
13291000102,"Blairsville, GA",905
13035150300,"Jackson, GA",905
48439110907,"Benbrook, TX",905
26099256800,"Roseville, MI",904
26147646000,"Clay Township, MI",903
37081017200,"Whitsett, NC",903
6019008402,"Dos Palos, CA",903
21185030601,"Crestwood, KY",903
32031002500,"Reno, NV",901
6067005510,"Sacramento, CA",901
39085205701,"Lakeshore Fames, Madison, OH",901
51171040100,"Strasburg, VA",901
50013020100,"Alburgh, VT",900
40109106902,"Central Oklahoma City, Bethany, OK",900
17031610800,"Canaryville, Chicago, IL",900
48439110701,"Fort Worth, TX",900
23005004701,"Gray, ME",900
32031002802,"Sparks, NV",899
12117021902,"Altamonte Springs, FL",899
31109010201,"Lincoln, NE",899
6095252402,"Fairfield, CA",899
6029002301,"Oakridge, Bakersfield, CA",899
48113009202,"Pleasant Grove, Dallas, TX",899
12009064901,"University Park, Melbourne, FL",899
37133001300,"Jacksonville, NC",898
51700031200,"Briarfield, Newport News, VA",898
41071030201,"Newberg, OR",898
42101010000,"West Philadelphia, Philadelphia, PA",897
6037218702,"Jefferson, Los Angeles, CA",897
6037900703,"Lancaster, CA",897
37183053109,"Pine Meadow, Fuquay Varina, NC",896
51760040600,"Museum District, Richmond, VA",896
47157021312,"Memphis, TN",896
42029311800,"Atglen, PA",896
55079020800,"Fernwood, Milwaukee, WI",896
17031260400,"Garfield Park, Chicago, IL",896
26163597000,"Gibraltar, MI",895
45051060204,"Myrtle Beach, SC",895
35001940500,"North Albuquerque Acres, Albuquerque, NM",895
47065011445,"Shepherd, Chattanooga, TN",895
5125010408,"Alexander, AR",895
42071011703,"Lancaster, PA",895
9003500100,"Barry Square, Hartford, CT",894
23005001000,"Portland, ME",894
39049009430,"South Columbus, Columbus, OH",893
13089021909,"Pine Lake, GA",892
18097320204,"Driftwood Hills, Indianapolis, IN",892
48113016703,"Lancaster, TX",892
51710006400,"Ingleside, Norfolk, VA",891
26093742201,"Brighton, MI",891
18089020800,"Hammond, IN",891
29027070700,"Holts Summit, MO",891
12031010303,"Biscayne, Jacksonville, FL",891
17097863201,"North Chicago, IL",891
13097080201,"Douglasville, GA",890
12101030502,"Forest Hills, Holiday, FL",890
17031681400,"Englewood, Chicago, IL",890
36055012800,"Rochester, NY",889
12019030102,"Middleburg, FL",889
8031002100,"Central, Denver, CO",889
12019030304,"Orange Park, FL",889
39133601801,"Ravenna, OH",889
44007016500,"Pawtucket, RI",889
8069001112,"Silver Oaks, Fort Collins, CO",888
22105954600,"Ponchatoula, LA",888
36077590500,"Oneonta, NY",888
48309000900,"Dean Highland, Waco, TX",888
17197883602,"Monee, IL",888
13121010400,"Palmetto, GA",887
49049003205,"Spanish Fork, UT",887
48375013900,"Amarillo, TX",887
30049000501,"Helena, MT",887
48113018900,"Garland, TX",887
32003002965,"Las Vegas, NV",886
29189213900,"St. Louis, MO",886
47037019118,"Antioch, Nashville, TN",886
12023110800,"Lake City, FL",885
35001004722,"Alban Hills, Albuquerque, NM",885
42003428200,"Pittsburgh, PA",885
12095013512,"South Semoran, Orlando, FL",885
13051002100,"Benjamin Van Clark Park, Savannah, GA",884
47157010000,"Frayser, Memphis, TN",884
48479001810,"Concord Hills, Laredo, TX",884
29189213204,"Maryland Heights, MO",884
42045410601,"Folsom, PA",884
48361021501,"Orange, TX",884
17031560700,"Garfield Ridge, Chicago, IL",883
41031960202,"Madras, OR",883
49035113514,"Taylorsville, UT",883
55079009400,"Washington Heights, Milwaukee, WI",882
30049001202,"Helena, MT",882
13089023214,"Decatur, GA",882
32003000517,"Las Vegas, NV",882
47157010610,"Parkway Village, Memphis, TN",881
39099802702,"Kirkmere, Youngstown, OH",881
22051025202,"Terrytown, LA",881
51099040200,"King George, VA",880
6029004701,"McFarland, CA",880
44007017500,"Woonsocket, RI",879
26099225100,"Shelby charter Township, MI",879
49035112402,"Midvale, UT",879
6019003102,"Clovis, CA",879
41043030402,"Sweet Home, OR",878
36007013000,"Endwell, NY",877
53015001502,"Woodland, WA",877
55039042000,"Fond du Lac, WI",877
12033001201,"Northeast Pensacola, Pensacola, FL",877
51117930102,"La Crosse, VA",877
51019030101,"Lynchburg, VA",877
48201452802,"Westside, Houston, TX",876
25013800202,"East Springfield, Springfield, MA",876
12031011800,"Northwest, Jacksonville, FL",876
42071011503,"Mountville, PA",876
48113013623,"Far North Dallas, Dallas, TX",875
6023010700,"Eureka, CA",875
48027021303,"Temple, TX",875
6031000404,"Lemoore, CA",875
53033027701,"Vashon, WA",875
4013619400,"Aloma Vista, Phoenix, AZ",875
47157021752,"Memphis, TN",875
12103026804,"Clearwater, FL",874
12103021800,"Historic Kenwood, Saint Petersburg, FL",874
6019003202,"McLane, Fresno, CA",874
6113010902,"Woodland, CA",874
4019004307,"Green Valley, AZ",874
6067006800,"North Sacramento, Sacramento, CA",874
9007560200,"Portland, Portland, CT",874
26139021604,"Jenison, Georgetown Township, MI",874
8101002700,"Beulah Heights, Pueblo, CO",874
39055311000,"Huntsburg, OH",874
48201422701,"Southwest Houston, Houston, TX",874
32001950302,"Fallon, NV",873
13245010509,"Augusta, GA",873
6107001501,"Exeter, CA",873
13015960801,"Acworth, GA",872
48201323701,"Pasadena, TX",872
29095016500,"East Side, Kansas City, MO",872
48201232100,"Pine Village North, Houston, TX",872
39099802800,"Schenley, Youngstown, OH",872
13045910101,"Villa Rica, GA",872
34041030900,"Phillipsburg, NJ",870
42043022606,"Harrisburg, PA",870
51121020500,"Murphy, Blacksburg, VA",870
55109121000,"Roberts, WI",870
37021000400,"Five Points, Asheville, NC",870
42003490002,"South Park Township, PA",870
13177020300,"Leesburg, GA",870
21047201200,"Hopkinsville, KY",869
42029301100,"Spring City, PA",869
22015010400,"Bossier City, LA",869
42091207202,"Souderton, PA",869
20173010802,"Wichita, KS",869
6093000800,"Etna, CA",868
47011011100,"Cleveland, TN",868
41039004401,"Western, Eugene, OR",866
10005051801,"Bethel, DE",866
23019000700,"Fairmount, Bangor, ME",865
37025042200,"Concord, NC",865
51620090100,"Franklin, VA",865
6067009008,"Rancho Cordova, CA",865
41047001801,"Salem, OR",864
55079021100,"Town of Lake, Milwaukee, WI",864
36093033101,"Schenectady, NY",864
47157010220,"Alta Vista, Memphis, TN",864
46033965100,"Custer, SD",864
17031530501,"South Side, Chicago, IL",864
5085020101,"Austin, AR",864
40109108506,"Northwest Oklahoma City, Oklahoma City, OK",864
48303001400,"Heart of Lubbock, Lubbock, TX",864
48201312700,"Southeast Houston, Houston, TX",863
22033002500,"Highlands/Perkins, Baton Rouge, LA",863
17089854600,"Downtown, Elgin, IL",863
34007605400,"Mount Ephraim, NJ",863
47157010210,"Frayser, Memphis, TN",863
39017010102,"Oxford, OH",863
48439100900,"North Side, Fort Worth, TX",863
36029010600,"Cheektowaga, NY",863
17031720200,"Beverly, Chicago, IL",862
42003526102,"Renton, Plum, PA",862
18157005300,"West Lafayette, IN",862
28035000800,"Hattiesburg, MS",862
8077000400,"Grand Junction, CO",862
42003523100,"Nadine, Verona, PA",862
12057012401,"Dover, FL",862
35001000402,"Pueblo Alto, Albuquerque, NM",861
22071000604,"Behrman, New Orleans, LA",860
55085970602,"Rhinelander, WI",860
39099801400,"Brownlee Woods, Youngstown, OH",860
48221160207,"DeCordova, TX",860
41051010304,"Wood Village, OR",860
17119401722,"Bethalto, IL",860
48209010302,"Blanco Gardens, San Marcos, TX",860
17031817600,"Maywood, IL",860
42077002202,"Allentown, PA",859
48235950100,"Mertzon, TX",859
12101031101,"Garden Terrace Acres, Hudson, FL",859
9009352701,"Waterbury, CT",859
26163565700,"Westland, MI",858
47165020503,"Gallatin, TN",858
6099002302,"Modesto, CA",858
53033028403,"SeaTac, WA",858
6065043702,"Hemet, CA",858
13121002400,"Hunter Hills, Atlanta, GA",858
17023060100,"Marshall, IL",858
17031815200,"Berwyn, IL",858
48021950100,"Elgin, TX",858
37081016405,"Greensboro, NC",857
6037212304,"Central LA, Los Angeles, CA",857
48201254100,"Baytown, TX",857
47163042900,"Bristol, TN",857
26163545600,"Detroit, MI",856
42071012402,"Akron, PA",856
8031006901,"Goldsmith, Denver, CO",856
34017007800,"Historic Downtown, Jersey City, NJ",856
17201004300,"Pecatonica, IL",855
19153000802,"Beaverdale, Des Moines, IA",854
8031000600,"Jefferson Park, Denver, CO",854
17031681200,"South Side, Chicago, IL",854
48201323702,"Parkgate, Pasadena, TX",854
39133601503,"Kent, OH",854
26163530200,"Martin Park, Detroit, MI",854
42003475200,"Bethel Park, PA",853
27061480801,"Grand Rapids, MN",853
37019020405,"Brunswick County, NC",853
45045000400,"Haynie-Sirrine, Greenville, SC",853
29183311203,"St. Peters, MO",853
26163564100,"Canton, MI",853
51520020400,"Bristol, VA",853
48113016605,"Dallas, TX",853
16057005200,"Moscow, ID",852
18089040900,"Griffith, IN",852
38073969000,"Lisbon, ND",852
55033970400,"Elk Mound, WI",852
26049013202,"Fenton, MI",852
36055008000,"Group 14621, Rochester, NY",851
26161411200,"Ypsilanti, MI",851
39113000600,"Dayton, OH",851
39103417100,"Wadsworth, OH",851
12081000305,"Bradenton, FL",851
19139050700,"Muscatine, IA",851
4013107500,"Uptown, Phoenix, AZ",851
12085000700,"Stuart, FL",851
27123030201,"Como, Saint Paul, MN",851
48339692500,"New Caney, TX",850
12033000600,"Southeast Pensacola, Pensacola, FL",850
4021001403,"Casa Grande, AZ",850
42101025200,"East Germantown, Philadelphia, PA",850
47149042100,"Murfreesboro, TN",850
47037010602,"Madison, Nashville, TN",849
48143950700,"Hico, TX",848
36083051702,"Hoosick Falls, NY",848
17031823602,"Crestwood, IL",848
51740210400,"Midtown, Portsmouth, VA",848
42011002700,"Reading, PA",848
16001000804,"Southeast Boise, Boise, ID",847
39169003000,"Marshallville, OH",847
12095012305,"Orlando, FL",847
28035010102,"Petal, MS",847
16055001001,"Hayden, ID",847
55133204302,"Whitman Park, Oconomowoc, WI",847
12103025004,"Pinellas Park, FL",847
22071001302,"St. Claude, New Orleans, LA",846
23017966000,"Greenwood, ME",846
17031820300,"Summit, IL",846
13215010702,"Columbus, GA",845
1125010204,"Northport, AL",845
48063950101,"Pittsburg, TX",844
4013106400,"Camelback East Village, Phoenix, AZ",844
20173010400,"Sedgwick, KS",844
6107001502,"Exeter, CA",844
28121020600,"Pearl, MS",843
4013107000,"Alhambra, Phoenix, AZ",843
55109120901,"River Falls, WI",842
4013111202,"Camelback East Village, Phoenix, AZ",842
48113019206,"Richardson, TX",842
9009352600,"Waterbury, CT",842
12057012403,"Plant City, FL",842
53053071703,"South End, Tacoma, WA",842
42119090600,"Lewisburg, PA",842
47021070103,"Cheatham County, TN",841
12105015301,"Bartow, FL",841
26125136102,"Novi, MI",841
37151030900,"Ramseur, NC",841
27123034601,"Dayton's Bluff, Saint Paul, MN",841
30049000700,"Helena, MT",840
47093004614,"Knoxville, TN",840
12033003614,"North Northwest Pensacola, Cantonment, FL",840
51009010401,"Madison Heights, VA",840
13031110700,"Brooklet, GA",840
47037019006,"Windsor Park, Nashville, TN",839
38015010500,"Bismarck, ND",839
26163536700,"Detroit, MI",839
42045402100,"Lansdowne, PA",839
37143920202,"Hertford, NC",839
22071004401,"Treme - Lafitte, New Orleans, LA",839
32001950100,"Fallon, NV",839
6031001002,"Hanford, CA",839
45013000600,"Beaufort, SC",839
12011090301,"Royal Poinciana, Hollywood, FL",839
22055001901,"Duson, LA",839
47189030500,"Lebanon, TN",838
13015960101,"Fairmount, GA",838
12053041103,"Berkeley Manor, Spring Hill, FL",837
42043021600,"Harrisburg, PA",837
42079213900,"Hunlock Creek, PA",837
22087030603,"Chalmette, LA",837
22079013000,"Alexandria, LA",837
39159050400,"Marysville, OH",836
27027030102,"Dilworth, MN",836
48201223001,"Fairgreen, Houston, TX",836
27053106900,"Powderhorn, Minneapolis, MN",836
8005080000,"Expo Park, Aurora, CO",836
55059000601,"Kenosha, WI",836
26121003000,"Ravenna, MI",836
18099020301,"Plymouth, IN",836
53033009200,"Downtown, Seattle, WA",836
12009068101,"Cleggmoor, Cocoa Beach, FL",835
32013010500,"Winnemucca, NV",835
26115831300,"Monroe, MI",835
6071010417,"Morongo Valley, CA",834
20177002200,"Greater Auburndale, Topeka, KS",833
42095016001,"Walnutport, PA",833
40109106303,"Britton, Oklahoma City, OK",833
16001001202,"Winstead Park, Boise, ID",833
19153000300,"Union Park, Des Moines, IA",833
31153010701,"Gretna, NE",833
39153504100,"University of Akron, Akron, OH",833
25027757200,"Southbridge, MA",833
6029004901,"Delano, CA",832
9003510200,"East Hartford, CT",832
18091040900,"Michigan City, IN",832
48439105508,"Hulen Bend Estates, Fort Worth, TX",832
26163533300,"Detroit, MI",832
39093021100,"Sheffield Lake, OH",832
41029000502,"Medford, OR",831
25005650202,"New Bedford, MA",831
22071000602,"Algiers, New Orleans, LA",830
16017950400,"Sandpoint, ID",830
17031823806,"Worth, IL",830
17031191100,"Belmont Cragin, Chicago, IL",830
26041970100,"Nahma, MI",829
13013180107,"Winder, GA",829
53005010902,"Kennewick, WA",829
17179022300,"Washington, IL",828
17201003711,"Rockford, IL",828
18021040500,"Center Point, IN",828
48141001113,"Lambka Park, El Paso, TX",828
29209090601,"Branson West, MO",828
48251130304,"Keene, TX",828
8013013307,"Longmont, CO",827
26087332000,"North Branch, MI",827
48183000402,"Longview, TX",827
42007603900,"Ambridge, PA",827
27053022102,"Willow Park, Saint Louis Park, MN",826
18105000202,"Bloomington, IN",826
6047002100,"Los Banos, CA",825
42103950301,"Paupack, PA",825
48231960100,"Commerce, TX",825
49005000402,"North Logan, UT",825
20161000802,"Manhattan, KS",824
27123042302,"Maplewood, MN",824
42133021020,"Manchester, PA",824
55127000302,"Elkhorn, WI",824
36029004800,"North Park, Buffalo, NY",824
48113004202,"Kessler, Dallas, TX",824
17163502602,"Cahokia, IL",823
37109071101,"Denver, NC",823
47037015804,"Nashville, TN",823
48201321401,"South Houston, TX",823
13031110300,"Statesboro, GA",823
18163000300,"Evansville, IN",822
45089970900,"Andrews, SC",821
51570830400,"Colonial Heights, VA",821
6077004001,"Thornton, CA",820
55025010300,"Madison, WI",820
48439104803,"Rosemont, Fort Worth, TX",820
47065010502,"Stuart Heights/Rivermont, Chattanooga, TN",819
51181860100,"Surry, VA",819
20173001100,"The Elm, Wichita, KS",818
1089011021,"Madison, AL",818
6037209103,"Central LA, Los Angeles, CA",818
29183311114,"Cottleville, MO",818
26139021802,"Hudsonville, MI",817
8043978100,"Penrose, CO",817
18089020100,"Whiting, IN",817
12069031205,"Groveland, FL",816
27157490300,"Lake City, MN",816
21067003402,"Lexington, KY",815
13215011500,"Columbus, GA",815
39071955100,"Hillsboro, OH",815
6071003000,"Downtown, Fontana, CA",815
48291700300,"Cleveland, TX",815
42101008000,"West Philadelphia, Philadelphia, PA",815
48353950100,"Sweetwater, TX",815
13245010107,"Woodbluff, Augusta, GA",815
12033002200,"Aero Vista, Pensacola, FL",815
37101041102,"Garner, NC",815
37081012804,"Woodlea, Greensboro, NC",814
55079003800,"Grasslyn Manor, Milwaukee, WI",814
36057070400,"Amsterdam, NY",814
13185010601,"Valdosta, GA",814
48113003800,"Dallas, TX",813
42011012101,"Reading, PA",813
36105950800,"Sullivan County, NY",813
42001031700,"Fairfield, PA",813
51007930100,"Amelia Court House, VA",813
25013812101,"Holyoke, MA",813
21059001402,"Owensboro, KY",813
4013108802,"Alhambra, Phoenix, AZ",813
4027011405,"Bienestar Estates, San Luis, AZ",812
39095000600,"Five Points, Toledo, OH",812
12105015000,"Bartow, FL",812
13215001200,"Columbus, GA",811
48201221100,"Eastex/ Jensen, Houston, TX",811
8077001301,"Grand Junction, CO",811
21113060101,"Nicholasville, KY",810
21067003912,"Lexington, KY",810
26093722300,"Fowlerville, MI",809
12057010502,"Tampa, FL",809
26163503900,"Detroit, MI",809
17031611700,"South Side, Chicago, IL",808
37127010800,"Battleboro, Red Oak, NC",808
36093021600,"Schenectady, NY",808
26099231900,"Sterling Heights, MI",807
55105002200,"Beloit, WI",807
55005000800,"Cameron, WI",807
42079216400,"Sugarloaf, PA",807
13089021814,"Gwinnett Village, Atlanta, GA",806
48039662100,"Angleton, TX",806
9003524502,"West End, Hartford, CT",806
56025000902,"Casper, WY",806
37081014410,"High Point, NC",806
48361020500,"West Orange, TX",805
36047052500,"Kings County, NY",805
37051003311,"Westover, Fayetteville, NC",805
17199020800,"Marion, IL",805
45045000100,"Greenville, SC",805
25009205600,"Lynn, MA",805
29095006000,"East Side, Kansas City, MO",805
6031000405,"Lemoore, CA",805
39049006000,"South Columbus, Columbus, OH",804
6037212203,"Central LA, Los Angeles, CA",804
17179020700,"Pekin, IL",804
48027020401,"Temple, TX",804
39061001900,"Walnut Hills, Cincinnati, OH",803
22079013400,"Woodworth, LA",803
12101031206,"Oakwood Acres, Hudson, FL",803
20103070400,"Leavenworth, KS",803
48113009701,"Northwest Dallas, Dallas, TX",803
40109107221,"Central Oklahoma City, Oklahoma City, OK",803
51165010400,"Broadway, VA",803
36029004700,"LaSalle, Buffalo, NY",803
26163531900,"Dexter-Linwood, Detroit, MI",803
39049006990,"Annehurst Village, Westerville, OH",801
39139003002,"Butler, OH",801
55031020800,"South End, Superior, WI",801
53017950700,"East Wenatchee, WA",800
1073003400,"Ensley, Birmingham, AL",800
4013523002,"Chandler, AZ",799
20209040700,"Northeast, Kansas City, KS",799
8059010701,"Barths, Wheat Ridge, CO",799
36031961100,"Crown Point, NY",798
4013105602,"North Mountain Village, Phoenix, AZ",798
28033070422,"Southaven, MS",798
41029000800,"Medford, OR",798
20173005900,"South Area, Wichita, KS",798
39035132301,"Bedford, OH",798
45079000300,"Columbia, SC",798
22019003101,"Sulphur, LA",798
18141012400,"Bremen, IN",798
42003521301,"Monroeville, PA",798
48057000100,"Port Lavaca, TX",797
53041971100,"Chehalis, WA",797
17115001600,"Decatur, IL",797
21015070311,"Erlanger, KY",797
19153004701,"Des Moines, IA",797
55105001100,"Janesville, WI",797
18097310308,"Guion Lakes, Indianapolis, IN",797
33007951000,"Jefferson, NH",797
48009020100,"Wichita Falls, TX",796
40143005808,"Owasso, OK",796
21073070702,"Frankfort, KY",796
39143960900,"Fremont, OH",796
42081001000,"Williamsport, PA",796
27037061105,"Hastings, MN",796
35001000118,"Stardust Skies North, Albuquerque, NM",795
19163010102,"Le Claire, IA",795
37051001500,"South View, Fayetteville, NC",795
51165012000,"Grottoes, VA",795
22115950100,"Leesville, LA",795
27013170800,"Mankato, MN",795
1025958002,"Jackson, AL",795
49003960802,"Perry, UT",795
40027200400,"Norman, OK",795
10003012900,"Wilmington, DE",794
39145003300,"Portsmouth, OH",794
51001090600,"Onancock, VA",794
16019970403,"Idaho Falls, ID",794
29077004101,"Battlefield, MO",794
37089931600,"Hendersonville, NC",794
18011810200,"Thorntown, IN",794
31055007445,"Central Omaha, Omaha, NE",794
37057060301,"Lexington, NC",794
4013111100,"Camelback East Village, Phoenix, AZ",793
26115830800,"Dundee, MI",793
42081010400,"Cogan Station, PA",793
13021011800,"Macon, GA",793
17031825000,"Oak Forest, IL",792
48439103701,"Fort Worth, TX",792
37051001604,"South View, Hope Mills, NC",792
47045964500,"Dyersburg, TN",792
37133002400,"Midway Park, Piney Green, NC",792
45051060405,"Conway, SC",792
19193001900,"Sioux City, IA",791
6037121210,"Sun Valley, Los Angeles, CA",791
47065010104,"Birchwood, TN",791
18097381002,"Perry Township, Indianapolis, IN",790
47119011101,"Columbia, TN",790
26139025700,"Holland, MI",790
48479001001,"Eastern Division, Laredo, TX",789
34015501900,"Gloucester County, NJ",789
48187210400,"Seguin, TX",789
27037060101,"Saint Paul, MN",788
40047001601,"Enid, OK",788
39085200900,"Wickliffe, OH",788
18097361400,"Glenroy Village, Indianapolis, IN",787
16085970300,"McCall, ID",787
8123002501,"Ault, CO",786
27171101200,"Howard Lake, MN",786
55017010100,"Eau Claire, WI",786
5125010510,"Bryant, AR",785
26099261900,"Warren, MI",785
51680000802,"Perrymont, Lynchburg, VA",784
9003501200,"North End, Hartford, CT",784
27079950300,"Montgomery, MN",784
50005957900,"Saint Johnsbury, VT",784
5119003711,"Stonehill, North Little Rock, AR",784
48113019019,"Lake Highlands, Dallas, TX",784
37097061201,"Statesville, NC",783
26081002200,"Midtown, Grand Rapids, MI",783
48201252100,"K-lake Terrace, Houston, TX",783
48113014308,"Irving, TX",782
18091041900,"Mill Creek, IN",782
39035138106,"Brook Park, OH",782
26163513200,"Jefferson Chalmers, Detroit, MI",782
55079004700,"Franklin Heights, Milwaukee, WI",782
27053104100,"Harrison, Minneapolis, MN",782
37131920300,"Garysburg, NC",782
48289950300,"Centerville, TX",782
48007950500,"Rockport, TX",782
29099700208,"Fenton, MO",782
45085001902,"Sumter, SC",782
13045910800,"Whitesburg, GA",781
17037001300,"DeKalb, IL",781
41043020801,"Albany, OR",781
12127090500,"DeLand, FL",781
47165020207,"Portland, TN",781
27137003000,"West Duluth, Duluth, MN",781
5051011700,"Hot Springs, AR",781
19121060200,"Winterset, IA",780
47037011300,"East Nashville, Nashville, TN",780
27131070501,"Northfield, MN",780
18005010800,"Columbus, IN",780
26027001200,"Edwardsburg, MI",780
32003005612,"Overton, Moapa Valley, NV",780
39091004400,"Bellefontaine, OH",780
29219820201,"Innsbrook, MO",780
31055002400,"Deer Park, Omaha, NE",780
48187210505,"San Marcos, TX",779
41071030801,"McMinnville, OR",779
13139000800,"Gainesville, GA",778
13245001602,"Augusta, GA",778
29027070500,"Fulton, MO",778
4019004615,"Leonardo Estates, Tucson, AZ",778
42129804802,"Irwin, PA",777
31079001300,"Doniphan, NE",777
40027202404,"Slaughterville, OK",777
17031710900,"Auburn Gresham, Chicago, IL",777
17199021400,"Marion, IL",777
18003010812,"Kensington Downs, Fort Wayne, IN",777
6031000200,"Lemoore, CA",777
4015952600,"Lake Havasu City, AZ",777
39061026002,"Harrison, OH",776
42101016901,"North Philadelphia, Philadelphia, PA",776
18097342400,"Wayne, Indianapolis, IN",776
23025966600,"Skowhegan, Skowhegan, ME",776
13073030401,"Appling, GA",775
18163000900,"Ross Center, Evansville, IN",775
6067009800,"Isleton, CA",775
27145010500,"Stearns County, MN",775
16031950600,"Burley, ID",775
1125010701,"Tuscaloosa, AL",775
36091060502,"Hadley, NY",775
36031960200,"Jay, NY",774
29099700114,"Imperial, MO",774
16027021901,"Middleton, ID",774
24011955100,"Greensboro, MD",774
31055005902,"North Omaha, Omaha, NE",774
19113001001,"Cedar Rapids, IA",774
22055002200,"Lafayette, LA",773
47093003000,"Knoxville, TN",773
37119001507,"Oak Forest, Charlotte, NC",773
8123000705,"Greeley, CO",773
48201323100,"Satsuma Gardens, Pasadena, TX",773
13015960600,"Cartersville, GA",772
37135010901,"Hillsborough, NC",771
36029004100,"Kenfield, Buffalo, NY",771
18141011303,"South Bend, IN",771
34033021101,"Pittsgrove Township, NJ",771
28073020400,"Purvis, MS",771
26099230900,"Sterling Heights, MI",771
48201521100,"Northwest Houston, Houston, TX",770
26073940100,"Mount Pleasant, MI",770
6029004401,"Wasco, CA",770
12071020501,"Diplomat, North Fort Myers, FL",769
38015010300,"Bismarck, ND",769
17031691500,"Grand Crossing, Chicago, IL",769
47163042801,"Bristol, TN",769
42045405400,"Chester, PA",769
9001100300,"Monroe, CT",768
12111382200,"Fort Pierce, FL",768
37133000301,"Jacksonville, NC",768
17179021801,"Pekin, IL",768
48245006300,"Port Arthur, TX",767
26081010700,"Rockford, MI",767
55137960200,"Redgranite, WI",766
18131958900,"Winamac, IN",766
12015020700,"Port Charlotte, FL",766
6067006201,"Sacramento, CA",766
53019970100,"Republic, WA",765
5003960500,"Crossett, AR",765
20177001800,"College Hill, Topeka, KS",765
17167000600,"Springfield, IL",764
47065010411,"Hixson, Middle Valley, TN",764
1125010404,"Northport, AL",764
12103027101,"Dunedin, FL",764
19153011205,"Clive, IA",764
32031002211,"Reno, NV",763
6071010802,"Crestline, CA",763
26015010700,"Dowling, MI",763
39013012300,"Saint Clairsville, OH",763
48201311700,"Southeast Houston, Houston, TX",763
33007951100,"Dalton, NH",763
55063000900,"Powell-Poage-Hamilton, La Crosse, WI",763
6019001304,"Roosevelt, Fresno, CA",763
42013010101,"Tyrone, PA",763
13293010400,"Thomaston, GA",763
