"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
48461950100,"Midkiff, TX",0.2877
32003004916,"Las Vegas, NV",0.2877
6095252606,"Fairfield, CA",0.2877
28127950500,"Magee, MS",0.2877
48363000700,"Mineral Wells, TX",0.2877
6071003101,"Fontana, CA",0.2877
48141010331,"El Dorado East, El Paso, TX",0.2877
48201422402,"Greater Fondren Southwest, Houston, TX",0.2877
48479001105,"Eastwoods, Laredo, TX",0.2877
37071030801,"Bessemer City, NC",0.2877
29095007100,"Plaza Area, Kansas City, MO",0.2877
4013106002,"Alhambra, Phoenix, AZ",0.2877
26161412600,"Ypsilanti, MI",0.2877
12011091801,"Highland Garden, Hollywood, FL",0.2877
40109106609,"Central Oklahoma City, Oklahoma City, OK",0.2877
17031062600,"West Lakeview, Chicago, IL",0.2876
25025091700,"Dorchester, Boston, MA",0.2876
1083020500,"Athens, AL",0.2876
22019002900,"Sulphur, LA",0.2876
27053108600,"Corcoran, Minneapolis, MN",0.2876
6019003301,"McLane, Fresno, CA",0.2876
26065005100,"Lansing, MI",0.2876
48427950104,"Rio Grande City, TX",0.2876
37145920300,"Roxboro, NC",0.2876
5123960500,"Forrest City, AR",0.2876
22099020302,"Breaux Bridge, LA",0.2876
9009361401,"Downtown, New Haven, CT",0.2876
27123037200,"West Side, Saint Paul, MN",0.2875
6101050900,"Meridian, CA",0.2875
48029131505,"Northeast Side, San Antonio, TX",0.2875
48201534003,"Blue Creek, Houston, TX",0.2875
36081036800,"Queens County, NY",0.2875
6037602506,"Hawthorne, CA",0.2875
44007002600,"Smith Hill, Providence, RI",0.2875
36061016800,"Upper Manhattan, New York, NY",0.2875
6037221900,"South Los Angeles, Los Angeles, CA",0.2875
48113016407,"Grand Prairie, TX",0.2875
12103025018,"Saint Petersburg, FL",0.2874
22071001739,"Little Woods, New Orleans, LA",0.2874
1077010200,"West Florence, Florence, AL",0.2874
36047023100,"Kings County, NY",0.2874
17089851301,"Elgin Historic District, Elgin, IL",0.2874
8001009751,"Denver, CO",0.2874
48281950400,"Lampasas, TX",0.2874
48439106001,"Hallmark-Camelot, Fort Worth, TX",0.2874
12101030904,"Woodridge South, New Port Richey, FL",0.2874
48201432600,"Westside, Houston, TX",0.2874
17119403300,"Collinsville, IL",0.2874
31055000200,"North Omaha, Omaha, NE",0.2874
36047114400,"Kings County, NY",0.2874
6073018400,"Townsite, Oceanside, CA",0.2874
1095031000,"Horton, AL",0.2874
25025091500,"Dorchester, Boston, MA",0.2874
49035103000,"Central City, Salt Lake City, UT",0.2873
29069360400,"Holcomb, MO",0.2873
12103028300,"Gulfport, FL",0.2873
51033030600,"Ruther Glen, VA",0.2873
29189216900,"Maplewood, MO",0.2873
47025970400,"Clairfield, TN",0.2873
48459950400,"Gilmer, TX",0.2873
17031700401,"South Side, Chicago, IL",0.2872
13103030304,"Rincon, GA",0.2872
6001410200,"Las Palmas, Oakland, CA",0.2872
48309003802,"Moody, TX",0.2872
45067950100,"Marion, SC",0.2871
48151950400,"Rotan, TX",0.2871
18117951700,"Paoli, IN",0.2871
18169102800,"Wabash, IN",0.2871
21065920400,"Irvine, KY",0.2871
48201311900,"Southeast Houston, Houston, TX",0.2871
8123002010,"Longmont, CO",0.2871
19113001900,"Mound View, Cedar Rapids, IA",0.2871
48141010330,"Eastview, El Paso, TX",0.2871
6075016100,"Western Addition, San Francisco, CA",0.287
32003005848,"Las Vegas, NV",0.287
6083002702,"Lompoc, CA",0.287
27123032400,"Thomas - Dale, Saint Paul, MN",0.287
29221460100,"Cadet, MO",0.287
4003000201,"Willcox, AZ",0.287
4013319202,"Tempe, AZ",0.287
36005039100,"Bronx County, NY",0.287
13229960100,"Patterson, GA",0.287
13223120302,"Dallas, GA",0.287
5143010402,"Springdale, AR",0.287
6037534406,"Cudahy, CA",0.2869
1077010600,"North Florence, Florence, AL",0.2869
36047117602,"Kings County, NY",0.2869
21071920200,"Prestonsburg, KY",0.2869
36061022302,"Harlem, New York, NY",0.2869
36047035500,"Kings County, NY",0.2869
40019892400,"Wilson, OK",0.2869
21195930800,"Jenkins, KY",0.2869
55009000800,"Green Bay, WI",0.2869
48339692500,"New Caney, TX",0.2869
45075011600,"Orangeburg, SC",0.2869
40115574100,"Quapaw, OK",0.2868
19171290500,"Tama, IA",0.2868
40109107810,"Del City, OK",0.2868
35029000400,"Deming, NM",0.2868
48479001003,"Villa Del Sol, Laredo, TX",0.2868
49057200800,"Ogden, UT",0.2868
21223100100,"Milton, KY",0.2868
1103005500,"Falkville, AL",0.2868
19155021200,"Carter Lake, IA",0.2868
5007020201,"Rogers, AR",0.2868
48365950400,"Carthage, TX",0.2868
24033803900,"Hyattsville, MD",0.2868
5035030806,"Marion, AR",0.2867
48029162004,"Atascosa, TX",0.2867
48499950800,"Mineola, TX",0.2867
6029000906,"Bakersfield Country Club, Bakersfield, CA",0.2867
34001010105,"Brigantine, NJ",0.2867
6111005003,"El Rio East, Oxnard, CA",0.2867
24033804600,"Brentwood, MD",0.2867
1097007300,"Bayou La Batre, AL",0.2867
45077011002,"Liberty, SC",0.2867
48375013400,"Amarillo, TX",0.2867
24510280401,"Baltimore, MD",0.2867
34021000200,"Chestnut Park, Trenton, NJ",0.2867
51710005902,"Elmhurst, Norfolk, VA",0.2867
12086005201,"Little Havana, Miami, FL",0.2867
13175950700,"Dexter, GA",0.2867
40117957200,"Cleveland, OK",0.2867
48349971000,"Dawson, TX",0.2866
36005012300,"Bronx County, NY",0.2866
29159480700,"Sedalia, MO",0.2866
8041001301,"Old Colorado City, Colorado Springs, CO",0.2866
42091209000,"Pottstown, PA",0.2866
29510101800,"Carondelet, St. Louis, MO",0.2866
12099001101,"West Palm Beach, FL",0.2866
13031110900,"Pembroke, GA",0.2866
49057200300,"Ogden, UT",0.2866
6001408200,"Millsmont, Oakland, CA",0.2866
48257050300,"Terrell, TX",0.2866
48245006800,"Port Arthur, TX",0.2866
6029004301,"Wasco, CA",0.2866
28047003207,"Gulfport, MS",0.2866
36061001002,"Lower Manhattan, New York, NY",0.2865
45051050900,"Myrtle Beach, SC",0.2865
13051004207,"Leeds Gate/Colonial Village, Savannah, GA",0.2865
37145920400,"Roxboro, NC",0.2865
51013103100,"Nauck, Arlington, VA",0.2865
26163525000,"Delray, Detroit, MI",0.2865
8071000300,"Trinidad, CO",0.2865
29035960100,"Ellsinore, MO",0.2865
37131920100,"Conway, NC",0.2865
17031813600,"Cicero, IL",0.2865
21011970200,"Owingsville, KY",0.2865
48251131100,"Cleburne, TX",0.2865
10005051900,"Delmar, DE",0.2865
25023511000,"Brockton, MA",0.2865
9009350800,"Waterbury, CT",0.2864
45045002107,"Greenville, SC",0.2864
40019892900,"Ardmore, OK",0.2864
36015000900,"Elmira, NY",0.2864
13089023114,"Stone Mountain, GA",0.2864
6037535604,"South Gate, CA",0.2864
20103070100,"Leavenworth, KS",0.2864
13051010102,"Thunderbolt, GA",0.2864
48201520500,"Northwest Houston, Houston, TX",0.2864
47149040701,"Christiana, TN",0.2864
13293010300,"Thomaston, GA",0.2864
23005000500,"East Bayside, Portland, ME",0.2864
28047003206,"Gulfport, MS",0.2864
41047010304,"Woodburn, OR",0.2864
6019006501,"Orange Cove, CA",0.2863
24510280403,"Westgate, Baltimore, MD",0.2863
48021950802,"Cedar Creek, TX",0.2863
39151714100,"Massillon, OH",0.2863
19155030700,"Council Bluffs, IA",0.2863
13255161000,"Griffin, GA",0.2863
48167722600,"Texas City, TX",0.2863
51143010400,"Chatham, VA",0.2863
4023966105,"Rio Rico Southwest, Rio Rico, AZ",0.2863
22071012700,"Central Carrollton Association, New Orleans, LA",0.2863
12031013723,"Westside, Jacksonville, FL",0.2863
13039010500,"Saint Marys, GA",0.2863
54107000701,"Parkersburg, WV",0.2863
20173009000,"Sunflower, Wichita, KS",0.2863
48201531100,"North Houston, Houston, TX",0.2862
48061010700,"Harlingen, TX",0.2862
18097330500,"Devington, Indianapolis, IN",0.2862
45083023102,"Wellford, SC",0.2862
13025960200,"Nahunta, GA",0.2862
13171970100,"Milner, GA",0.2862
36029016300,"Babcock, Buffalo, NY",0.2862
32510000600,"Carson City, NV",0.2862
39061021802,"Cincinnati, OH",0.2862
1121010900,"Talladega, AL",0.2862
42101023800,"Northwest Philadelphia, Philadelphia, PA",0.2862
24033802204,"District Heights, MD",0.2862
31055003300,"Columbus Park, Omaha, NE",0.2862
28101050400,"Newton, MS",0.2862
29189213500,"St. Louis, MO",0.2862
35025001003,"Lovington, NM",0.2861
48453001820,"North Austin, Austin, TX",0.2861
1073011901,"Birmingham, AL",0.2861
13089023412,"Decatur, GA",0.2861
48063950102,"Pittsburg, TX",0.2861
32007951401,"Spring Creek, NV",0.2861
6077003313,"Pacific, Stockton, CA",0.2861
5075470200,"Imboden, AR",0.2861
39009972700,"Nelsonville, OH",0.286
48167723501,"Santa Fe, TX",0.286
18097370201,"Decatur, Indianapolis, IN",0.286
24033802104,"District Heights, MD",0.286
37109070600,"Vale, NC",0.286
36047038900,"Kings County, NY",0.286
12086003004,"Allapattah, Miami, FL",0.286
9003510300,"East Hartford, CT",0.286
28121020900,"Brandon, MS",0.286
22071001702,"Gentilly, New Orleans, LA",0.286
6065045900,"Blythe, CA",0.286
29510101500,"Patch, St. Louis, MO",0.286
17031813400,"Cicero, IL",0.286
8001009320,"Westminster, CO",0.286
51770000601,"Roanoke, VA",0.2859
34013018800,"City of Orange, NJ",0.2859
1109188800,"Troy, AL",0.2859
37047931300,"Nakina, NC",0.2859
6037500600,"El Rancho, Pico Rivera, CA",0.2859
17031813900,"Cicero, IL",0.2859
6037204910,"Boyle Heights, Los Angeles, CA",0.2859
12023110903,"Fort White, FL",0.2859
12057004800,"Northwest Tampa, Tampa, FL",0.2859
13089023213,"Decatur, GA",0.2859
4013319704,"Tempe, AZ",0.2859
6037231500,"Leimert Park, Los Angeles, CA",0.2859
51710006200,"River Oaks, Norfolk, VA",0.2858
47025970800,"Tazewell, TN",0.2858
48061014300,"Southmost, Brownsville, TX",0.2858
39139000900,"Mansfield, OH",0.2858
5143010701,"Fayetteville, AR",0.2858
48383950100,"Big Lake, TX",0.2858
12033003614,"North Northwest Pensacola, Cantonment, FL",0.2858
46103010400,"Rapid City, SD",0.2857
35013001802,"Anthony, NM",0.2857
25009260100,"Haverhill, MA",0.2857
8123001005,"Evans, CO",0.2857
36047040900,"Kings County, NY",0.2857
12031012900,"Cedar Hills, Jacksonville, FL",0.2857
13069010600,"Douglas, GA",0.2857
36005020502,"Bronx County, NY",0.2857
6065040606,"Mira Loma, Jurupa Valley, CA",0.2857
1001020600,"Prattville, AL",0.2857
21213970400,"Franklin, KY",0.2857
47053966700,"Trenton, TN",0.2857
18071968300,"Crothersville, IN",0.2857
42125754400,"Washington, PA",0.2857
22071001745,"New Orleans East Area, New Orleans, LA",0.2856
8001009002,"Denver, CO",0.2856
34005702808,"Willingboro, NJ",0.2856
1015002300,"Piedmont, AL",0.2856
22017024800,"Shreveport, LA",0.2856
12081000101,"Bradenton, FL",0.2856
12103024703,"Saint Petersburg, FL",0.2856
9009170900,"Meriden, CT",0.2856
18177001000,"Richmond, IN",0.2856
6037541002,"Carson, CA",0.2856
6037602508,"Hawthorne, CA",0.2856
48467950500,"Wills Point, TX",0.2856
4013082018,"Maryvale Village, Phoenix, AZ",0.2856
28005950300,"Liberty, MS",0.2856
53025010300,"Soap Lake, WA",0.2855
48007950100,"Rockport, TX",0.2855
12133970104,"Chipley, FL",0.2855
21093000600,"Radcliff, KY",0.2855
48479001104,"Eastern Division, Laredo, TX",0.2855
45045003704,"Greenville, SC",0.2855
45007010401,"Williamston, SC",0.2855
29510101400,"Carondelet, St. Louis, MO",0.2855
21197970200,"Clay City, KY",0.2854
29145020300,"Neosho, MO",0.2854
39035102401,"West Boulevard, Cleveland, OH",0.2854
37027030900,"Lenoir, NC",0.2854
51153901701,"Manassas, VA",0.2854
17031825802,"Calumet City, IL",0.2854
17031700402,"Ashburn, Chicago, IL",0.2854
37081012608,"Fairview Homes, Greensboro, NC",0.2854
48485013200,"Wichita Falls, TX",0.2854
48201533801,"Houston, TX",0.2854
6039000604,"Madera, CA",0.2854
36027220700,"Poughkeepsie, NY",0.2853
51041100300,"Richmond, VA",0.2853
28079040100,"Carthage, MS",0.2853
45045004002,"Travelers Rest, SC",0.2853
4027000600,"Yuma, AZ",0.2853
55079005000,"Sunset Heights, Milwaukee, WI",0.2853
6059099249,"Santa Anita Park, Santa Ana, CA",0.2853
11001003200,"Northwest Washington, Washington, DC",0.2853
6053000702,"Salinas, CA",0.2853
36047123700,"Kings County, NY",0.2853
32003003102,"Pittman, Las Vegas, NV",0.2852
40109107804,"Del City, OK",0.2852
45013000903,"Beaufort, SC",0.2852
6037220000,"Jefferson, Los Angeles, CA",0.2852
13067031108,"Smyrna, GA",0.2852
12107950400,"Hawthorne, FL",0.2852
48167721202,"League City, TX",0.2852
6075015802,"North of the Panhandle, San Francisco, CA",0.2852
48113000500,"Oak Lawn, Dallas, TX",0.2852
28153950400,"Waynesboro, MS",0.2852
4013092716,"Glendale, AZ",0.2852
47029920502,"Newport, TN",0.2852
55025001501,"Madison, WI",0.2851
51153900802,"Woodbridge, VA",0.2851
6037532200,"South Montebello, Montebello, CA",0.2851
47135930200,"Linden, TN",0.2851
48459950600,"Gladewater, TX",0.2851
4013319706,"South Tempe, Tempe, AZ",0.2851
44007001100,"Federal Hill, Providence, RI",0.2851
13121010510,"Union City, GA",0.2851
12071040305,"Richmond, Lehigh Acres, FL",0.2851
12027010403,"Arcadia, FL",0.2851
13139000304,"Gainesville, GA",0.2851
4019002000,"Julia Keen, Tucson, AZ",0.2851
48355003001,"Flour Bluff, Corpus Christi, TX",0.2851
37081014502,"High Point, NC",0.2851
13045910200,"Temple, GA",0.285
6001407400,"Fremont, Oakland, CA",0.285
13211010200,"Rutledge, GA",0.285
36047029700,"Kings County, NY",0.285
6111007611,"Moorpark, CA",0.285
48027022000,"Killeen, TX",0.285
6037106408,"Sylmar, Los Angeles, CA",0.285
33011010800,"Nashua, NH",0.285
36119001101,"Nodine Hill, Yonkers, NY",0.285
6037204110,"Boyle Heights, Los Angeles, CA",0.2849
13245010712,"Walton Farms, Hephzibah, GA",0.2849
48201252301,"Sterling Green South, Channelview, TX",0.2849
22051027100,"Westwego, LA",0.2849
17031630200,"Gage Park, Chicago, IL",0.2849
28033070721,"Olive Branch, MS",0.2849
13201950300,"Colquitt, GA",0.2849
31055002300,"Riverview, Omaha, NE",0.2849
4013110600,"Encanto Village, Phoenix, AZ",0.2848
36061022500,"Harlem, New York, NY",0.2848
5043490400,"Monticello, AR",0.2848
17051950900,"Vandalia, IL",0.2848
5119003605,"Jacksonville, AR",0.2848
18153050400,"Sullivan, IN",0.2848
39115969100,"Stockport, OH",0.2848
39035140301,"Cleveland Heights, OH",0.2848
29105960600,"Lebanon, MO",0.2848
48201520100,"Westview, Houston, TX",0.2848
45059920400,"Laurens, SC",0.2848
26099263800,"Warren, MI",0.2848
12011042500,"South Fort Lauderdale, Fort Lauderdale, FL",0.2848
5021950400,"Corning, AR",0.2848
4001944902,"Ganado, AZ",0.2847
12095013403,"Engelwood Park, Orlando, FL",0.2847
36085001100,"Richmond County, NY",0.2847
17031210800,"Avondale, Chicago, IL",0.2847
34023005700,"New Brunswick, NJ",0.2847
1073002305,"Crestwood North, Birmingham, AL",0.2847
4013071914,"Peoria, AZ",0.2847
6065031002,"Riverside Airport, Riverside, CA",0.2847
26077005501,"Burke Acres, Kalamazoo, MI",0.2847
53011042400,"Esther Short, Vancouver, WA",0.2847
1073010402,"Bessemer, AL",0.2847
34005704600,"Mount Holly, NJ",0.2847
12105012129,"Lakeland, FL",0.2847
12091022001,"Fort Walton Beach, FL",0.2847
42101026100,"North Philadelphia, Philadelphia, PA",0.2847
17031230400,"Humboldt Park, Chicago, IL",0.2846
17201000101,"Machesney Park, IL",0.2846
6071012002,"Barstow, CA",0.2846
48113016406,"Grand Prairie, TX",0.2846
36005019300,"Bronx County, NY",0.2846
22061960200,"Simsboro, LA",0.2846
39097040700,"London, OH",0.2846
36047115800,"Kings County, NY",0.2846
34039031300,"Elizabeth, NJ",0.2846
39095000700,"DeVeaux, Toledo, OH",0.2846
8031002703,"Central, Denver, CO",0.2846
41043020801,"Albany, OR",0.2846
41049970100,"Boardman, OR",0.2846
8101002916,"Pueblo West, CO",0.2846
6037224010,"Central LA, Los Angeles, CA",0.2846
34001013201,"Ventnor City, NJ",0.2845
6037237202,"South Los Angeles, Los Angeles, CA",0.2845
13015960200,"Adairsville, GA",0.2845
25009251600,"Lawrence, MA",0.2845
4013111700,"Coronado, Phoenix, AZ",0.2845
29185480300,"Osceola, MO",0.2845
24033803100,"Capitol Heights, MD",0.2845
22079013800,"Alexandria, LA",0.2845
55009001600,"Green Bay, WI",0.2845
20099950100,"Parsons, KS",0.2845
48215022001,"San Juan, TX",0.2845
37163970600,"Clinton, NC",0.2845
36047119800,"Kings County, NY",0.2845
48479001001,"Eastern Division, Laredo, TX",0.2845
17031190800,"Belmont Cragin, Chicago, IL",0.2845
16027021200,"Caldwell, ID",0.2845
24003740305,"Odenton, MD",0.2844
49021110300,"Iron County, UT",0.2844
48141010203,"Anthony, TX",0.2844
48035950700,"Valley Mills, TX",0.2844
53025010902,"Moses Lake, WA",0.2844
20021958500,"Galena, KS",0.2844
36055008301,"Northland-Lyceum, Rochester, NY",0.2844
28057950300,"Fulton, MS",0.2844
4013421201,"Mesa Grande, Mesa, AZ",0.2844
1097006104,"Chunchula, AL",0.2843
40109108301,"McCourry Heights, Oklahoma City, OK",0.2843
51135000100,"Blackstone, VA",0.2843
17089853008,"Aurora, IL",0.2843
48085030701,"McKinney, TX",0.2843
55009000900,"Green Bay, WI",0.2843
8101000100,"Club, Pueblo, CO",0.2843
54011001500,"Huntington, WV",0.2843
1033020802,"Leighton, AL",0.2843
6073012502,"Chula Vista, CA",0.2843
48061010203,"Harlingen, TX",0.2843
6037530901,"Los Angeles, CA",0.2843
6037541001,"Gardena, CA",0.2842
39061021505,"Cincinnati, OH",0.2842
13021011000,"Macon, GA",0.2842
41059950200,"Milton-Freewater, OR",0.2842
12033001402,"North Central Pensacola, Pensacola, FL",0.2842
47003950401,"Shelbyville, TN",0.2842
48073950801,"Rusk, TX",0.2842
5005950500,"Norfork, AR",0.2842
8001009309,"Westminster, CO",0.2842
18003011304,"Fort Wayne, IN",0.2842
13295020602,"LaFayette, GA",0.2842
37063001801,"Northeast Durham, Durham, NC",0.2842
47025970100,"Harrogate, TN",0.2842
48027020500,"Temple, TX",0.2842
17031829200,"Chicago Heights, IL",0.2842
48291701000,"Dayton, TX",0.2842
9009351100,"Waterbury, CT",0.2842
45019002200,"Wadmalaw Island, SC",0.2842
20177000700,"North Topeka West, Topeka, KS",0.2841
18097357900,"Garfield Park-South Neighborhood, Indianapolis, IN",0.2841
12105015801,"Frostproof, FL",0.2841
6001402700,"Oak Center, Oakland, CA",0.2841
39021010400,"Urbana, OH",0.2841
25017312000,"Back Central, Lowell, MA",0.2841
22009030300,"Marksville, LA",0.2841
48479001502,"Las Cruces, Laredo, TX",0.2841
36093021700,"Central State, Schenectady, NY",0.2841
48451000100,"San Angelo, TX",0.2841
39089751300,"Newark, OH",0.2841
48201343600,"Bay Front To La Porte, La Porte, TX",0.2841
39161020700,"Van Wert, OH",0.2841
12071001300,"Fort Myers, FL",0.2841
47037011002,"Maplewood Heights, Nashville, TN",0.2841
6095251200,"Vallejo, CA",0.284
40117957300,"Jennings, OK",0.284
12003040202,"Glen Saint Mary, FL",0.284
12057012402,"Dover, FL",0.284
12071030204,"Fort Myers, FL",0.284
55073000100,"Wausau, WI",0.284
13261950500,"Americus, GA",0.284
39033974400,"Bucyrus, OH",0.284
45003021800,"Salley, SC",0.284
40021978201,"Tahlequah, OK",0.2839
46085940100,"Lower Brule, SD",0.2839
40071000600,"Ponca City, OK",0.2839
6037531800,"South Montebello, East Los Angeles, CA",0.2839
48209010304,"San Marcos, TX",0.2839
12033003400,"North Central Pensacola, Pensacola, FL",0.2839
22119031800,"Minden, LA",0.2839
42101023900,"Northwest Philadelphia, Philadelphia, PA",0.2839
36047049300,"Kings County, NY",0.2839
45003021601,"Aiken, SC",0.2839
12053040501,"Brooksville, FL",0.2839
37109070500,"Cherryville, NC",0.2839
47101970100,"Hohenwald, TN",0.2839
13013180503,"Bethlehem, GA",0.2839
49035111400,"South Salt Lake, UT",0.2838
4017960200,"Holbrook, AZ",0.2838
4019004034,"Stella Vann, Tucson, AZ",0.2838
4019002603,"Amphi, Tucson, AZ",0.2838
13211010300,"Madison, GA",0.2838
8041004508,"Fountain Valley, Fountain, CO",0.2838
28067950800,"Laurel, MS",0.2838
6037552200,"Norwalk, CA",0.2838
45003020200,"Aiken, SC",0.2838
40147000300,"Bartlesville, OK",0.2838
25025080500,"South End, Boston, MA",0.2838
48013960100,"Pleasanton, TX",0.2838
48309002501,"Parkdale Viking Hills, Waco, TX",0.2838
4027000404,"Yuma, AZ",0.2838
25025092000,"Dorchester, Boston, MA",0.2838
40113940001,"Hominy, OK",0.2837
34013000800,"Lower Roseville, Newark, NJ",0.2837
17031821200,"Blue Island, IL",0.2837
20173001000,"Country Overlook, Wichita, KS",0.2837
1071950300,"Stevenson, AL",0.2837
31109002002,"Everett, Lincoln, NE",0.2837
48165950200,"Seminole, TX",0.2837
17167000700,"Grandview, IL",0.2837
12019030400,"Orange Park, FL",0.2837
42003261500,"Perry South, Pittsburgh, PA",0.2837
6071003605,"Bloomington, CA",0.2837
35001003733,"Hodgin, Albuquerque, NM",0.2836
37067000900,"Winston-Salem, NC",0.2836
48097001100,"Gainesville, TX",0.2836
8005007704,"Highline Villages, Aurora, CO",0.2836
21181960100,"Carlisle, KY",0.2836
6065043403,"Hemet, CA",0.2836
29095006600,"Plaza Area, Kansas City, MO",0.2836
6065043507,"Hemet, CA",0.2836
13261950600,"Americus, GA",0.2836
48113017604,"Edgemont Park, Mesquite, TX",0.2836
51710006000,"Norview Heights, Norfolk, VA",0.2836
48439110101,"Haltom City, TX",0.2836
44007002200,"Valley, Providence, RI",0.2836
12081001300,"Palmetto, FL",0.2836
32031000102,"Northeast Reno, Reno, NV",0.2836
20205097400,"Neodesha, KS",0.2835
13139001102,"Gainesville, GA",0.2835
6037540501,"Lynwood, CA",0.2835
17165956100,"Carrier Mills, IL",0.2835
17161020700,"East Moline, IL",0.2835
34013010000,"East Orange, NJ",0.2835
18163002800,"Mount Auburn, Evansville, IN",0.2835
45089970300,"Hemingway, SC",0.2835
34003015300,"Englewood, NJ",0.2835
6071012400,"Valley College, San Bernardino, CA",0.2835
41039001902,"Springfield, OR",0.2835
9003502500,"South End, Hartford, CT",0.2835
48439110500,"River Oaks, TX",0.2835
47057500300,"Rutledge, TN",0.2835
47047060402,"Oakland, TN",0.2834
26163585500,"Romulus, MI",0.2834
12069030102,"Astor, FL",0.2834
37079950300,"Snow Hill, NC",0.2834
17039971800,"Clinton, IL",0.2834
26163540600,"Detroit, MI",0.2834
21111006900,"Germantown, Louisville, KY",0.2834
5115951400,"Russellville, AR",0.2834
45045003101,"Fountain Inn, SC",0.2834
48039662900,"Brazoria, TX",0.2834
5063490100,"Batesville, AR",0.2834
45067950200,"Marion, SC",0.2834
26163540500,"Detroit, MI",0.2834
6037219902,"Los Angeles, CA",0.2834
18145710602,"Shelbyville, IN",0.2834
6037203720,"Boyle Heights, Los Angeles, CA",0.2834
49041975100,"Salina, UT",0.2833
12133970303,"Chipley, FL",0.2833
48141004320,"Marty Robbins North, El Paso, TX",0.2833
13039010301,"Kingsland, GA",0.2833
5143011200,"Springdale, AR",0.2833
48139061700,"Ennis, TX",0.2833
12049970300,"Wauchula, FL",0.2833
55059000800,"Kenosha, WI",0.2833
28045030100,"Bay Saint Louis, MS",0.2833
32021970800,"Mineral County, NV",0.2833
54045956700,"Logan, WV",0.2833
6071007409,"San Andreas, Highland, CA",0.2833
56013940300,"Riverton, WY",0.2832
35031943901,"Gallup, NM",0.2832
29009960300,"Monett, MO",0.2832
6081612100,"East Palo Alto, CA",0.2832
39035171204,"Maple Heights, OH",0.2832
21211040302,"Shelbyville, KY",0.2832
48113018105,"Garland, TX",0.2832
1013953200,"Greenville, AL",0.2832
26163501400,"East English Village, Detroit, MI",0.2832
6071002207,"Fontana, CA",0.2832
5033020100,"Mountainburg, AR",0.2832
48061014002,"Mitte Cultural District, Brownsville, TX",0.2832
36005036502,"Bronx County, NY",0.2832
6037119320,"Panorama City, Los Angeles, CA",0.2832
13267950201,"Reidsville, GA",0.2832
45035010100,"Saint George, SC",0.2832
18089042403,"Merrillville, IN",0.2832
1095030201,"Grant, AL",0.2832
17115001600,"Decatur, IL",0.2832
37049960300,"Cove City, NC",0.2831
48113011001,"Oak Cliff, Dallas, TX",0.2831
6037531101,"Los Angeles, CA",0.2831
6037208902,"Central LA, Los Angeles, CA",0.2831
48061012612,"Brownsville, TX",0.2831
6037228310,"South Los Angeles, Los Angeles, CA",0.2831
1057020400,"Berry, AL",0.2831
22067950700,"Collinston, LA",0.2831
48339692802,"New Caney, TX",0.2831
24033801600,"Oxon Hill, MD",0.2831
25025081800,"Roxbury, Boston, MA",0.2831
47053966200,"Dyer, TN",0.283
13295020100,"Rossville, GA",0.283
29217950400,"Nevada, MO",0.283
48219950700,"Levelland, TX",0.283
51800065200,"Suffolk, VA",0.283
5033020402,"Alma, AR",0.283
1103005405,"Somerville, AL",0.283
6047002402,"Dos Palos, CA",0.283
17097860400,"Waukegan, IL",0.283
48213951400,"LaRue, TX",0.283
13131950400,"Cairo, GA",0.283
13153021500,"Hawkinsville, GA",0.283
37025042402,"Concord, NC",0.283
12057013410,"Bloomingdale Ridge, Riverview, FL",0.283
39163953200,"Wilkesville, OH",0.283
48001950800,"Palestine, TX",0.283
39129020400,"Circleville, OH",0.283
18003000500,"Spy Run, Fort Wayne, IN",0.2829
26009960700,"Mancelona, MI",0.2829
37047930400,"Whiteville, NC",0.2829
28047003505,"Gulfport, MS",0.2829
49035113407,"West Valley City, UT",0.2829
6085503121,"South San Jose, San Jose, CA",0.2829
53077001400,"Union Gap, WA",0.2829
10003015200,"Wilmington Manor, DE",0.2829
19153000102,"Des Moines, IA",0.2829
9009141600,"Dixwell, New Haven, CT",0.2829
47041920300,"Dowelltown, TN",0.2829
48029161901,"Atascosa, TX",0.2829
48003950200,"Andrews, TX",0.2829
53033029206,"Kent, WA",0.2829
8005081000,"City Center North, Aurora, CO",0.2829
6037575101,"Eastside, Long Beach, CA",0.2829
4013050604,"Tonopah, AZ",0.2828
36067002000,"Far Westside, Syracuse, NY",0.2828
24045010702,"Salisbury, MD",0.2828
8041006100,"Colorado Springs, CO",0.2828
25009206800,"Lynn, MA",0.2828
48113014701,"Beverly Oaks, Irving, TX",0.2828
39049007722,"North Linden, Columbus, OH",0.2828
12013010300,"Blountstown, FL",0.2828
47055920500,"Pulaski, TN",0.2828
6037209402,"Central LA, Los Angeles, CA",0.2828
6019004504,"Fresno, CA",0.2828
39073965100,"Logan, OH",0.2828
48199031000,"Silsbee, TX",0.2828
6037212204,"Central LA, Los Angeles, CA",0.2827
35001004749,"West Winds, Albuquerque, NM",0.2827
37091950401,"Ahoskie, NC",0.2827
6037218120,"Central LA, Los Angeles, CA",0.2827
48201534001,"Houston, TX",0.2827
37183054008,"Northeast Raleigh, Raleigh, NC",0.2827
47093005402,"Knoxville, TN",0.2827
40135030202,"Vian, OK",0.2826
35045000205,"Farmington, NM",0.2826
48401950502,"Henderson, TX",0.2826
32003004912,"South Christy, Las Vegas, NV",0.2826
48027022103,"Killeen, TX",0.2826
40061279300,"Stigler, OK",0.2826
36081032000,"Queens County, NY",0.2826
