"tract","Name","Employment_Rate_rP_gP_pall"
37191001301,"Goldsboro, NC",0.8126
42075000200,"Lebanon, PA",0.8126
13121000100,"Morningside-Lenox Park, Atlanta, GA",0.8126
37059080600,"Mocksville, NC",0.8126
48201423201,"Greater Fondren Southwest, Houston, TX",0.8126
42003523800,"Rosedale, Verona, PA",0.8126
33001965700,"Center Barnstead, Barnstead, NH",0.8126
5037950100,"Parkin, AR",0.8126
39049008900,"Hamilton Garden, Columbus, OH",0.8126
39061021572,"Cincinnati, OH",0.8126
27053026512,"Minneapolis, MN",0.8126
51015070300,"Mount Sidney, VA",0.8126
31055006701,"Central Omaha, Omaha, NE",0.8126
55065970300,"Belmont, WI",0.8126
9003468101,"Granby, CT",0.8126
12099004816,"Lake Worth, FL",0.8126
36103190603,"Hampton Bays, NY",0.8126
45079010102,"Blythewood, Blythewood, SC",0.8126
12081001910,"Parrish, FL",0.8126
26099225500,"Shelby charter Township, MI",0.8126
37119005833,"Matthews, NC",0.8126
21111012604,"Louisville, KY",0.8126
26021001100,"Saint Joseph, MI",0.8126
18089020100,"Whiting, IN",0.8126
40031001901,"Lawton, OK",0.8126
9011696100,"Taftville, Norwich, CT",0.8125
17089850500,"West Dundee, IL",0.8125
12011030702,"Coconut Creek, FL",0.8125
36007012701,"Conklin, NY",0.8125
1071951000,"Pisgah, AL",0.8125
8069001004,"Nelson Farm, Fort Collins, CO",0.8125
24043011201,"Hagerstown, MD",0.8125
36103134902,"Smithtown, NY",0.8125
17031050900,"North Center, Chicago, IL",0.8125
12057007103,"Sun Bay South, Tampa, FL",0.8125
6081609602,"San Carlos, CA",0.8125
6013359202,"Pinole, CA",0.8125
26053950600,"Ironwood, MI",0.8125
55089630100,"Port Washington, WI",0.8125
27057070200,"Park Rapids, MN",0.8125
48425000100,"Glen Rose, TX",0.8125
25027732901,"South Quinsigamond Village, Worcester, MA",0.8125
54069001500,"Woodsdale, Wheeling, WV",0.8125
24025304102,"White Hall, MD",0.8125
23005002001,"Nasons Corner, Portland, ME",0.8125
17031170600,"Dunning, Chicago, IL",0.8125
17033880600,"Flat Rock, IL",0.8125
37157041100,"Reidsville, NC",0.8125
48029172006,"San Antonio, TX",0.8125
39153520600,"Cuyahoga Falls, OH",0.8125
42003451101,"Coraopolis, PA",0.8125
15003002600,"McCully - Moiliili, Honolulu, HI",0.8125
34017010400,"Bayonne, NJ",0.8125
55009001200,"Green Bay, WI",0.8125
39133602000,"Atwater, OH",0.8125
39139001900,"Mansfield, OH",0.8125
50023954100,"East Calais, Calais, VT",0.8125
18035000700,"Muncie, IN",0.8125
36005015200,"Bronx County, NY",0.8125
47157021540,"Collierville, TN",0.8125
13073030309,"Evans, GA",0.8125
34021000700,"Chambersburg, Trenton, NJ",0.8125
26163599100,"Education Center, Flat Rock, MI",0.8125
23031037000,"South Eliot, Eliot, ME",0.8125
36065022000,"Rome, NY",0.8125
39035195800,"Chagrin Falls, OH",0.8125
36119007700,"Rye, NY",0.8125
29077004802,"Republic, MO",0.8125
26081012400,"Plymouth Heights, Grand Rapids, MI",0.8125
56021000600,"Cheyenne, WY",0.8125
17025971900,"Louisville, IL",0.8125
17081050200,"Bluford, IL",0.8125
34003003500,"Bergenfield, NJ",0.8125
48141010327,"Sandy Creek, El Paso, TX",0.8125
24023000100,"Friendsville, MD",0.8125
12057013208,"River Hills Masters, Valrico, FL",0.8125
37119002002,"Sherwood Forest, Charlotte, NC",0.8125
18097321300,"Broad Ripple, Indianapolis, IN",0.8125
17031063000,"Lake View, Chicago, IL",0.8125
9009343300,"Cheshire, CT",0.8125
51750010101,"Radford, VA",0.8124
6037920116,"Castaic, CA",0.8124
13121009102,"Buckhead, Atlanta, GA",0.8124
28139950400,"Blue Mountain, MS",0.8124
39171950500,"Stryker, OH",0.8124
42043024001,"Middletown, PA",0.8124
34025802900,"Monmouth County, NJ",0.8124
39039958500,"Defiance, OH",0.8124
20123176600,"Beloit, KS",0.8124
34029723500,"Toms River, NJ",0.8124
22089063000,"Ama, LA",0.8124
25017334100,"Reading, MA",0.8124
17105960200,"Odell, IL",0.8124
12099007749,"Boca Raton, FL",0.8124
34037372200,"Branchville, NJ",0.8124
8005015100,"Southeast, Denver, CO",0.8124
48121021637,"Far North Dallas, Dallas, TX",0.8124
17097864513,"Vernon Hills, IL",0.8124
34007607503,"Voorhees Township, NJ",0.8124
51179010405,"Fredericksburg, VA",0.8124
26055550300,"Kingsley, MI",0.8124
42133023301,"York, PA",0.8124
20091051803,"Cherokee Hills, Overland Park, KS",0.8124
19173180200,"Bedford, IA",0.8124
6037574100,"South of Conant, Long Beach, CA",0.8124
18063210607,"Plainfield, IN",0.8124
36047003000,"Kings County, NY",0.8124
25025110301,"Roslindale, Boston, MA",0.8124
18069962000,"Andrews, IN",0.8124
21035010200,"Murray, KY",0.8124
18139974300,"Rushville, IN",0.8124
18019050606,"Jeffersonville, IN",0.8124
36007011901,"Whitney Point, NY",0.8124
31055006503,"North Central Omaha, Omaha, NE",0.8124
36055013603,"Rochester, NY",0.8124
48491020310,"Great Oaks, Round Rock, TX",0.8124
6037406402,"Walnut Valley, West Covina, CA",0.8124
42105950300,"Coudersport, PA",0.8124
42003406000,"Tarentum, PA",0.8124
19155031400,"Council Bluffs, IA",0.8124
19153005300,"Laurel Hill, Des Moines, IA",0.8124
55079170600,"South Milwaukee, WI",0.8124
9007620100,"Deep River Center, Deep River, CT",0.8124
31019969700,"Kearney, NE",0.8124
29189217842,"Chesterfield, MO",0.8124
19179960800,"Ottumwa, IA",0.8124
13121001400,"Virginia Highland, Atlanta, GA",0.8124
25009220102,"Rockport, MA",0.8124
53033032316,"Sammamish, WA",0.8124
1073010603,"Fairfield, AL",0.8124
42085032502,"Jackson Center, PA",0.8123
39035174107,"North Olmsted, OH",0.8123
42079214400,"Nanticoke, PA",0.8123
36027150004,"Linden Acres, Red Hook, NY",0.8123
36039081101,"Catskill, NY",0.8123
33015052000,"Sandown, NH",0.8123
42125746100,"McMurray, PA",0.8123
48121021735,"Lewisville, TX",0.8123
27053000101,"Shingle Creek, Minneapolis, MN",0.8123
36005045102,"Bronx County, NY",0.8123
51107611502,"Sterling, VA",0.8123
45091060102,"Rock Hill, SC",0.8123
34031180201,"Paterson, NJ",0.8123
37081015707,"Lake Jeanette, Greensboro, NC",0.8123
26017280800,"Bay City, MI",0.8123
26125193600,"Brooklands Park, Rochester Hills, MI",0.8123
39085200500,"Willowick Villas, Willowick, OH",0.8123
9001081000,"Stratford, CT",0.8123
48309003701,"Robinson, TX",0.8123
42013010401,"Bellwood, PA",0.8123
12103028004,"Saint Pete Beach, FL",0.8123
6085504323,"Berryessa, San Jose, CA",0.8123
6067006004,"Thornwood Terrace, Sacramento, CA",0.8123
6013326000,"Pleasant Hill, CA",0.8123
36119005701,"New Rochelle, NY",0.8123
24033803601,"Springdale, MD",0.8123
19113000207,"Cedar Rapids, IA",0.8123
25025160400,"Chelsea, MA",0.8123
44003020601,"Coventry, RI",0.8123
26123970500,"Fremont, MI",0.8123
27053026507,"Plymouth, MN",0.8123
55085971400,"Rhinelander, WI",0.8123
18167010600,"Terre Haute, IN",0.8123
39113020700,"Dayton, OH",0.8123
25027735100,"Leicester, MA",0.8123
36081104700,"Queens County, NY",0.8123
17031691000,"South Side, Chicago, IL",0.8123
23011015000,"Readfield, ME",0.8123
34037373900,"Newton, NJ",0.8123
6067008117,"Merrihill, Carmichael, CA",0.8123
42071000500,"Lancaster, PA",0.8123
13039010200,"Woodbine, GA",0.8123
6037910810,"Santa Clarita, CA",0.8123
55033970400,"Elk Mound, WI",0.8123
55059000400,"Kenosha, WI",0.8123
20103071000,"Leavenworth, KS",0.8123
42091202302,"Elkins Park, PA",0.8123
24033803602,"Glenarden, MD",0.8123
1099075900,"Monroeville, AL",0.8123
28049010304,"Clinton, MS",0.8122
13135050712,"Lawrenceville, GA",0.8122
39035189109,"Westlake, OH",0.8122
6085508202,"Birdland Neighbors, Sunnyvale, CA",0.8122
48029191804,"Far North Central, San Antonio, TX",0.8122
36119000701,"Northwest Yonkers, Yonkers, NY",0.8122
26163518000,"Art Center, Detroit, MI",0.8122
39061021801,"Cincinnati, OH",0.8122
24027605103,"Highland, MD",0.8122
26139021000,"Grand Haven, MI",0.8122
24005400800,"Catonsville, MD",0.8122
27153790400,"Browerville, MN",0.8122
42075003902,"Palmyra, PA",0.8122
25027744101,"Milford, MA",0.8122
25017312300,"South Lowell, Lowell, MA",0.8122
36087010801,"New City, NY",0.8122
36113070300,"Glens Falls, NY",0.8122
53061050101,"Edmonds, WA",0.8122
21067003000,"Garden Springs, Lexington, KY",0.8122
42027011400,"State College, PA",0.8122
17031819000,"La Grange Park, IL",0.8122
51153901225,"Woodbridge, VA",0.8122
51510200500,"Seminary Hill, Alexandria, VA",0.8122
9005310700,"Torrington, CT",0.8122
45063020511,"Columbia, SC",0.8122
8031012001,"Southwest, Denver, CO",0.8122
51059470800,"McLean, VA",0.8122
45079010103,"Blythewood, Columbia, SC",0.8122
12031013100,"Venetia, Jacksonville, FL",0.8122
42101038800,"Mount Airy, Philadelphia, PA",0.8122
18089042200,"Hobart, IN",0.8122
36111954400,"Pine Bush, NY",0.8121
39057270100,"Jamestown, OH",0.8121
37183053608,"Providence Place, Morrisville, NC",0.8121
17031812900,"Oak Park, IL",0.8121
26055551000,"Traverse City, MI",0.8121
34017014102,"North Bergen, NJ",0.8121
6001441924,"Cherry - Guardino, Fremont, CA",0.8121
48453001401,"Greater South River City, Austin, TX",0.8121
18147952700,"Santa Claus, IN",0.8121
4025000607,"Yavapai County, AZ",0.8121
42029311404,"Glenmoore, PA",0.8121
27053105500,"Calhoun Isles, Minneapolis, MN",0.8121
18127050402,"Portage, IN",0.8121
55079003000,"Hampton Heights, Milwaukee, WI",0.8121
36075020600,"Bernhards Bay, NY",0.8121
24003731201,"Severna Park, MD",0.8121
9011705400,"Stonington, CT",0.8121
15009031601,"Lanai City, HI",0.8121
51059460400,"Tysons, VA",0.8121
51179010214,"Stafford, VA",0.8121
12086019100,"Miami, FL",0.8121
12086016800,"Miami, FL",0.8121
51810046009,"Virginia Beach, VA",0.8121
27053110200,"Powderhorn, Minneapolis, MN",0.8121
51650010306,"Coliseum Central, Hampton, VA",0.8121
17031822000,"Hometown, IL",0.8121
51590000200,"Danville, VA",0.8121
6085512032,"Edenvale, San Jose, CA",0.8121
42129804502,"Greensburg, PA",0.8121
20055960507,"Garden City, KS",0.8121
8041003308,"Southeast Colorado Springs, Colorado Springs, CO",0.8121
26077001506,"Arcadia, Kalamazoo, MI",0.8121
6037128801,"Sherman Oaks, Los Angeles, CA",0.8121
29113810303,"Moscow Mills, MO",0.8121
39095005702,"North Towne, Toledo, OH",0.8121
17093890400,"Bristol, IL",0.8121
36047050000,"Kings County, NY",0.8121
36047093200,"Kings County, NY",0.8121
42013010101,"Tyrone, PA",0.8121
20177001603,"South/Southeast 1, Topeka, KS",0.8121
55133202400,"Seitz Estates, Waukesha, WI",0.8121
31039972900,"Bancroft, NE",0.8121
36109002300,"Lansing, NY",0.812
55089620100,"Saukville, WI",0.812
17031120200,"Edgebrook, Chicago, IL",0.812
18053010800,"Marion, IN",0.812
17031700302,"Ashburn, Chicago, IL",0.812
17163503334,"Belleville, IL",0.812
6013345112,"San Ramon, CA",0.812
42017102600,"Telford, PA",0.812
39095007700,"Westgate, Toledo, OH",0.812
50019951600,"North Troy, Troy, VT",0.812
51810045427,"Virginia Beach, VA",0.812
15003000401,"Waialae - Kahala, Honolulu, HI",0.812
12099007821,"West Palm Beach, FL",0.812
21107970700,"Madisonville, KY",0.812
9005290100,"Barkhamsted, CT",0.812
10003014200,"Newark, DE",0.812
42007601000,"Beaver Falls, PA",0.812
39045030900,"Carroll, OH",0.812
12103023700,"Historic Old Northeast, Saint Petersburg, FL",0.812
39151711600,"Canton, OH",0.812
4013619000,"Deer Valley, Phoenix, AZ",0.812
25009205800,"Lynn, MA",0.812
9001020500,"Newfield - Westover - Turn of River, Stamford, CT",0.812
13037950100,"Morgan, GA",0.812
17199020300,"Energy, IL",0.812
17029000200,"Mattoon, IL",0.812
6073017033,"Rancho Peñasquitos, San Diego, CA",0.812
50007002200,"Colchester Village, Colchester, VT",0.812
50021963400,"North Clarendon, Clarendon, VT",0.812
17197880418,"Plainfield, IL",0.812
5131001102,"Fort Smith, AR",0.812
45045002604,"Taylors, SC",0.812
26125150000,"Bloomfield Township, MI",0.812
18005010400,"Columbus, IN",0.812
39051040300,"Swanton, OH",0.812
17043846206,"Naperville, IL",0.812
53053072105,"Lakewood, WA",0.812
36059405400,"Elmont, NY",0.812
8005085500,"Centennial, CO",0.812
44003021002,"Warwick, RI",0.812
42003430200,"West View, PA",0.812
29195090300,"Marshall, MO",0.812
56001963900,"Laramie, WY",0.812
9009150900,"Milford, CT",0.812
23005001700,"Rosemont, Portland, ME",0.812
9001105100,"Easton, CT",0.812
36029016700,"Kaisertown, Buffalo, NY",0.812
29510103800,"Lindenwood Park, St. Louis, MO",0.812
39165030501,"Franklin, OH",0.812
48113019020,"Holford, Garland, TX",0.812
6081601501,"St. Francis, Daly City, CA",0.812
51199050304,"Yorktown, VA",0.812
20155000300,"Hutchinson, KS",0.812
51059460702,"Vienna, VA",0.812
39013010900,"Barnesville, OH",0.812
19033951000,"Rockwell, IA",0.812
37167930300,"Albemarle, NC",0.812
25013801602,"Sixteen Acres, Springfield, MA",0.812
51179010305,"Fredericksburg, VA",0.812
12113010814,"Gulf Breeze, FL",0.8119
42003429400,"Pittsburgh, PA",0.8119
40143007412,"Broken Arrow, OK",0.8119
37085070904,"Angier, NC",0.8119
48027021903,"Harker Heights, TX",0.8119
17031061000,"Lake View, Chicago, IL",0.8119
48029121601,"Northeast Side, Universal City, TX",0.8119
26093730101,"Howell, MI",0.8119
6085503207,"South San Jose, San Jose, CA",0.8119
24033800410,"Bowie, MD",0.8119
36085018100,"Richmond County, NY",0.8119
39155931601,"Hubbard, OH",0.8119
25027742402,"Westborough, MA",0.8119
49035113701,"Kearns, UT",0.8119
34003061100,"Wyckoff, NJ",0.8119
42041013200,"Shippensburg, PA",0.8119
42029300108,"Shand Tract, Devon, PA",0.8119
36005032600,"Bronx County, NY",0.8119
42011013302,"Barto, PA",0.8119
26099243000,"Clinton Township, MI",0.8119
36071013600,"West Point, NY",0.8119
39093057100,"South Amherst, OH",0.8119
17043845701,"Downers Grove, IL",0.8119
42003141300,"Squirrel Hill South, Pittsburgh, PA",0.8119
26139022002,"West Olive, MI",0.8119
42017105012,"Southampton, PA",0.8119
44007018400,"Woonsocket, RI",0.8119
36063020300,"Niagara Falls, NY",0.8119
55045960700,"Monroe, WI",0.8119
49057210505,"Ogden, UT",0.8119
36029017000,"Grider, Buffalo, NY",0.8119
39173022500,"Bowling Green, OH",0.8119
34001013301,"Ventnor City, NJ",0.8119
36115094000,"Greenwich, NY",0.8119
55079002200,"Lincoln Park, Milwaukee, WI",0.8119
6075035201,"Sunset District, San Francisco, CA",0.8119
6067009619,"Elk Grove, CA",0.8119
37069060301,"Louisburg, NC",0.8119
1073005600,"Crestline, Irondale, AL",0.8119
4013103205,"Paradise Valley Village, Scottsdale, AZ",0.8119
20145970300,"Larned, KS",0.8119
4013422304,"Chandler, AZ",0.8119
18131959000,"Winamac, IN",0.8119
29027070700,"Holts Summit, MO",0.8119
26155031600,"Corunna, MI",0.8118
26099262200,"Warren, MI",0.8118
9009348123,"Southbury, CT",0.8118
50007002102,"Chittenden County, VT",0.8118
26101000800,"Manistee, MI",0.8118
19153010408,"Urbandale, IA",0.8118
31109003801,"Lincoln, NE",0.8118
55101001002,"Racine, WI",0.8118
48439113928,"Harvest Ridge, Keller, TX",0.8118
6075060700,"Mission Bay, San Francisco, CA",0.8118
17143004500,"Peoria, IL",0.8118
20091051300,"Prairie Fields, Prairie Village, KS",0.8118
54039001902,"Charleston, WV",0.8118
17043844100,"Elmhurst, IL",0.8118
26025002200,"Battle Creek, MI",0.8118
51015070400,"Crimora, VA",0.8118
47157021351,"Germantown, TN",0.8118
36043010900,"Little Falls, NY",0.8118
26159011002,"Lawton, MI",0.8118
29121960300,"Macon, MO",0.8118
36071010102,"Newburgh, NY",0.8118
17031815800,"Hollywood, Brookfield, IL",0.8118
24005491900,"Parkville, MD",0.8118
17125956500,"Havana, IL",0.8118
42007601800,"Freedom, PA",0.8118
31109000900,"East Campus, Lincoln, NE",0.8118
34005702801,"Willingboro, NJ",0.8118
36059410700,"Valley Stream, NY",0.8118
39041011750,"Westerville, OH",0.8118
18141010300,"Mishawaka, IN",0.8118
26099261500,"Warren Woods, Warren, MI",0.8118
51700031702,"Boulevard, Newport News, VA",0.8118
39017012500,"Middletown, OH",0.8118
19193001400,"Sioux City, IA",0.8118
6073008346,"Sorrento Valley, San Diego, CA",0.8118
36059517000,"Glen Cove, NY",0.8118
21157950200,"Calvert City, KY",0.8118
42051261500,"Uniontown, PA",0.8118
34023001803,"Edison, NJ",0.8118
12105010702,"Lakeland, FL",0.8118
40111000400,"Okmulgee, OK",0.8117
45083021902,"Spartanburg, SC",0.8117
31055000500,"Carter Lake, NE",0.8117
42077006304,"Allentown, PA",0.8117
19103001200,"Longfellow, Iowa City, IA",0.8117
6111005700,"Camarillo, CA",0.8117
34009021702,"Cape May, NJ",0.8117
17043841327,"Bartlett, IL",0.8117
40143007524,"Tulsa, OK",0.8117
20091053509,"Southdowns, Olathe, KS",0.8117
51059415300,"Groveton, Alexandria, VA",0.8117
44001030200,"Barrington, RI",0.8117
23005017301,"Scarborough, ME",0.8117
25017337201,"Stoneham, MA",0.8117
36119010600,"Ardsley, NY",0.8117
42091208301,"Perkiomenville, PA",0.8117
36055013002,"Rochester, NY",0.8117
25025081100,"Mission Hill, Boston, MA",0.8117
48355003204,"South Side, Corpus Christi, TX",0.8117
53033022003,"Inglewood-Finn Hill, Kirkland, WA",0.8117
21111012202,"Auburndale, Louisville, KY",0.8117
55101001202,"Racine, WI",0.8117
39081011700,"Steubenville, OH",0.8117
20035493200,"Udall, KS",0.8117
26099227000,"Shelby charter Township, MI",0.8117
55131420104,"West Bend, WI",0.8117
17141961200,"Rochelle, IL",0.8117
24031701420,"Silver Spring, MD",0.8117
36103111900,"Huntington, NY",0.8117
45063021204,"Chapin, SC",0.8117
36063023404,"Lockport, NY",0.8117
18121030300,"Rockville, IN",0.8117
26077001601,"Oakland/Winchell, Kalamazoo, MI",0.8117
55087010700,"Appleton, WI",0.8117
18113972300,"Cromwell, IN",0.8117
20177002701,"West Southwest 3, Topeka, KS",0.8117
18033020700,"Auburn, IN",0.8117
27137015200,"Virginia, MN",0.8117
31153010615,"La Vista, NE",0.8117
17197880903,"Crest Hill, IL",0.8117
36029010003,"Buffalo, NY",0.8117
39057210200,"Beavercreek, OH",0.8117
42011010902,"Sinking Spring, PA",0.8117
17201003709,"Rockford, IL",0.8117
42115032902,"Forest City, PA",0.8116
8035014009,"Parker, CO",0.8116
6037311100,"Burbank, CA",0.8116
19193000600,"Sioux City, IA",0.8116
39049006387,"Brookside Woods, Columbus, OH",0.8116
26161402500,"King, Ann Arbor, MI",0.8116
39113050302,"West Carrollton, OH",0.8116
34003051300,"Rutherford, NJ",0.8116
39007000101,"Conneaut, OH",0.8116
36103112213,"Dix Hills, NY",0.8116
17111870812,"Island Lake, IL",0.8116
39093070300,"Elyria, OH",0.8116
17097864505,"Deerfield, IL",0.8116
26163574700,"Dearborn, MI",0.8116
36059410400,"Valley Stream, NY",0.8116
51770000602,"Roanoke, VA",0.8116
36075021402,"Oswego, NY",0.8116
12095016505,"Orlando, FL",0.8116
36067001800,"Eastwood, Syracuse, NY",0.8116
9003514500,"Central Manchester, Manchester, CT",0.8116
12057013205,"East County Civic Group, Valrico, FL",0.8116
24027604002,"Glenwood, MD",0.8116
51059480502,"Herndon, VA",0.8116
39103405000,"Medina, OH",0.8116
40031002005,"Lawton, OK",0.8116
17043841313,"Wayne, IL",0.8116
34001011804,"Egg Harbor Township, NJ",0.8116
9001072200,"Brooklawn - St. Vincent, Bridgeport, CT",0.8116
36043011100,"Herkimer, NY",0.8116
48149970500,"Flatonia, TX",0.8116
2261000200,"Cordova, AK",0.8116
12099007725,"Wellington, FL",0.8116
34007607502,"Echelon, Voorhees Township, NJ",0.8116
39139002400,"Ontario, OH",0.8116
36103158608,"Lake Ronkonkoma, NY",0.8116
37001021702,"Elon, NC",0.8116
26149040900,"Three Rivers, MI",0.8116
15003007000,"Naval Station Pearl Harbor, Honolulu, HI",0.8116
9007560200,"Portland, Portland, CT",0.8116
17119402802,"Moro, IL",0.8116
42045401900,"Lansdowne, PA",0.8116
51810046011,"Virginia Beach, VA",0.8116
18097340202,"Speedway, IN",0.8116
47065010413,"Hamilton County, TN",0.8116
24033801411,"Fort Washington, MD",0.8116
39057220200,"Bellbrook, OH",0.8116
55105000800,"Janesville, WI",0.8115
13073030202,"Martinez, GA",0.8115
9001072700,"North End, Bridgeport, CT",0.8115
48303001709,"Wester, Lubbock, TX",0.8115
42113960200,"Forksville, PA",0.8115
34031154002,"Little Falls, NJ",0.8115
31145963300,"McCook, NE",0.8115
36071013400,"Monroe, NY",0.8115
48453000101,"Austin, TX",0.8115
48209010400,"San Marcos, TX",0.8115
2020002823,"Rabbit Creek, Anchorage, AK",0.8115
18169102700,"Wabash, IN",0.8115
17087977700,"Goreville, IL",0.8115
42017101900,"Chalfont, PA",0.8115
53007961301,"Wenatchee, WA",0.8115
5091020600,"Ozan, Texarkana, AR",0.8115
24035810800,"Stevensville, MD",0.8115
20091050600,"Mcconnell Heights, Overland Park, KS",0.8115
17197883306,"Channahon, IL",0.8115
40143007411,"Tulsa, OK",0.8115
26139021605,"Jenison, Georgetown Township, MI",0.8115
5035030805,"Marion, AR",0.8115
26081000600,"Westside Connection, Grand Rapids, MI",0.8115
36081048900,"Queens County, NY",0.8115
34025803202,"Holmdel, NJ",0.8115
36085020801,"Richmond County, NY",0.8115
6001428100,"Alameda, CA",0.8115
51059431600,"Springfield, VA",0.8115
51059480501,"Herndon, VA",0.8115
6083002606,"Vandenberg Air Force Base, CA",0.8115
1015002102,"Jacksonville, AL",0.8115
34015501604,"Williamstown, Monroe Township, NJ",0.8115
9001257100,"Sherman, CT",0.8115
9013890201,"Stafford Springs, Stafford, CT",0.8115
12099001003,"Riviera Beach, FL",0.8115
36055007700,"Browncroft, Rochester, NY",0.8115
36021000500,"Stuyvesant, NY",0.8115
39049007048,"Westworth Village, Worthington, OH",0.8115
42133023602,"Wrightsville, PA",0.8115
48029181816,"Northwest Side, San Antonio, TX",0.8115
39101000800,"Marion, OH",0.8115
18087970600,"Wolcottville, IN",0.8114
42071012301,"Ephrata, PA",0.8114
31153010628,"Omaha, NE",0.8114
17031740400,"Mount Greenwood, Chicago, IL",0.8114
55111000900,"Reedsburg, WI",0.8114
24005404501,"Reisterstown, MD",0.8114
39049006722,"Worthington, OH",0.8114
25005651002,"New Bedford, MA",0.8114
26125121700,"Oakland County, MI",0.8114
15003010308,"Kaneohe, HI",0.8114
32033970200,"Ely, NV",0.8114
20029977200,"Concordia, KS",0.8114
54049020700,"Fairmont, WV",0.8114
53033032328,"Redmond, WA",0.8114
47157021510,"Lakes of Forest Hill, Memphis, TN",0.8114
31043010300,"South Sioux City, NE",0.8114
12109020805,"Fruit Cove, FL",0.8114
29095014204,"Lee's Summit, MO",0.8114
26163556900,"Livonia, MI",0.8114
18081610500,"Whiteland, IN",0.8114
17073030100,"Colona, IL",0.8114
29099700118,"Arnold, MO",0.8114
25017382602,"Natick, MA",0.8114
12117021307,"Winter Springs, FL",0.8114
34005700405,"Maple Shade Township, NJ",0.8114
39095007205,"Southwyck, Toledo, OH",0.8114
26093744200,"Brighton, MI",0.8114
34023003102,"Woodbridge Township, NJ",0.8114
36059303102,"New Hyde Park, NY",0.8114
18065976700,"Knightstown, IN",0.8114
17097861106,"Grayslake, IL",0.8114
25021421100,"Holbrook, MA",0.8114
34029714100,"Brick, NJ",0.8114
17097863202,"Lake Bluff, IL",0.8114
48439106600,"Fort Worth, TX",0.8114
42007602900,"Hookstown, PA",0.8114
51153901221,"Woodbridge, VA",0.8114
25025140400,"Mattapan, Boston, MA",0.8114
6085502601,"Central San Jose, San Jose, CA",0.8114
42091203500,"Norristown, PA",0.8113
27053020302,"Minneapolis, MN",0.8113
22031950400,"Mansfield, LA",0.8113
34035053102,"Somerset, Franklin Township, NJ",0.8113
48029121903,"Far North Central, San Antonio, TX",0.8113
26147640200,"Saint Clair, MI",0.8113
8005084800,"Prides Crossing, Aurora, CO",0.8113
51580060200,"Covington, VA",0.8113
36057072800,"Amsterdam, NY",0.8113
29113810100,"Elsberry, MO",0.8113
36069050800,"Canandaigua, NY",0.8113
34025811900,"Allentown, NJ",0.8113
39085201900,"Eastlake, OH",0.8113
54039013600,"Saint Albans, WV",0.8113
4013612500,"Desert View Village, Cave Creek, AZ",0.8113
42129802102,"Murrysville, PA",0.8113
36073040300,"Medina, NY",0.8113
51059491101,"Centreville, VA",0.8113
42091204009,"Plymouth Meeting, PA",0.8113
18081610606,"Greenwood, IN",0.8113
45025950800,"McBee, SC",0.8113
45007000500,"Anderson, SC",0.8113
5131001002,"Fort Smith, AR",0.8113
42045403901,"Ridley Park, PA",0.8113
45085001704,"Sumter, SC",0.8113
42133023100,"Red Lion, PA",0.8113
17097863702,"Libertyville, IL",0.8113
19049050811,"West Des Moines, IA",0.8113
17031805801,"Park Ridge, IL",0.8113
42003488200,"West Mifflin, PA",0.8113
55025011000,"Fox Ridge, Middleton, WI",0.8113
36061004100,"Lower Manhattan, New York, NY",0.8113
41037960100,"Silver Lake, OR",0.8113
39055311800,"Chagrin Falls, OH",0.8113
18051050402,"Princeton, IN",0.8113
34025809301,"Manasquan, NJ",0.8113
24043010300,"Hagerstown, MD",0.8113
27007450100,"Bemidji, MN",0.8112
47131965900,"Kenton, TN",0.8112
42045406100,"Brookhaven, PA",0.8112
18141011305,"Swanson Highlands, South Bend, IN",0.8112
17043843100,"Villa Park, IL",0.8112
22033003906,"Baton Rouge, LA",0.8112
37067004005,"Clemmons, NC",0.8112
18057110904,"Carmel, IN",0.8112
17097864901,"Deerfield, IL",0.8112
19135070200,"Albia, IA",0.8112
21111008400,"Deer Park, Louisville, KY",0.8112
45019004612,"Mount Pleasant, SC",0.8112
23005003701,"Cape Elizabeth, ME",0.8112
48027023204,"Fort Hood, TX",0.8112
55079185100,"Saint Francis, WI",0.8112
39155920300,"Warren, OH",0.8112
37119005829,"Charlotte, NC",0.8112
25009265101,"Georgetown, MA",0.8112
39049009374,"South Columbus, Reynoldsburg, OH",0.8112
20045001500,"Lecompton, KS",0.8112
1097003301,"Llanfair, Mobile, AL",0.8112
20173008500,"Indian Hills Riverbend, Wichita, KS",0.8112
17043846313,"Naperville, IL",0.8112
21111010402,"Louisville, KY",0.8112
29095013003,"South Kansas City, Kansas City, MO",0.8112
15007040800,"Hanapepe, HI",0.8112
12057013410,"Bloomingdale Ridge, Riverview, FL",0.8112
26081012002,"Alto, MI",0.8112
42045407901,"Media, PA",0.8112
44007010200,"East Providence, RI",0.8112
17019005800,"Urbana, IL",0.8112
42091208500,"Schwenksville, PA",0.8112
26125127500,"Clarkston, MI",0.8112
55027961500,"Neosho, WI",0.8112
51095080303,"Williamsburg, VA",0.8112
25003913100,"Lenox, MA",0.8112
40109101700,"Central Oklahoma City, Oklahoma City, OK",0.8112
34023002901,"Woodbridge, Woodbridge Township, NJ",0.8112
26115830900,"Monroe, MI",0.8112
37057060301,"Lexington, NC",0.8112
36079010100,"Patterson, NY",0.8111
26081000700,"West Grand, Grand Rapids, MI",0.8111
17095001200,"East Galesburg, IL",0.8111
42079211203,"Dallas, PA",0.8111
