"tract","Name","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall"
22055001300,"Lafayette, LA",0.778
26147651200,"Casco, MI",0.778
13089021813,"Gwinnett Village, Atlanta, GA",0.778
42101023900,"Northwest Philadelphia, Philadelphia, PA",0.778
18003011202,"Fort Wayne, IN",0.778
13059030200,"Athens, GA",0.778
53033011102,"Brighton, Seattle, WA",0.778
17031770602,"Des Plaines, IL",0.778
9003471100,"Blue Hills, Bloomfield, CT",0.778
13089023310,"Lithonia, GA",0.778
6059086304,"Southeast Anaheim, Anaheim, CA",0.778
26163565800,"Westland, MI",0.778
6037570901,"Lakewood, CA",0.778
29189211101,"Florissant, MO",0.778
42011002000,"Reading, PA",0.778
9003510200,"East Hartford, CT",0.778
27053021200,"Minneapolis, MN",0.778
12057013912,"Riverview, FL",0.778
36059407801,"Westbury, NY",0.778
37155961100,"Lumberton, NC",0.7779
4013110400,"Encanto Village, Phoenix, AZ",0.7779
45073030902,"Seneca, SC",0.7779
17031221300,"Logan Square, Chicago, IL",0.7779
26099231000,"Sterling Heights, MI",0.7779
24005440600,"Rosedale, MD",0.7779
39095005400,"La Onda, Toledo, OH",0.7779
42045400401,"Upper Darby, PA",0.7779
39089751000,"Newark, OH",0.7779
6037540902,"South Los Angeles, Los Angeles, CA",0.7779
40027201611,"South Oklahoma City, Oklahoma City, OK",0.7779
8031012014,"Marston, Littleton, CO",0.7779
40109101200,"Central Oklahoma City, Oklahoma City, OK",0.7779
32003003244,"Firethorne, Las Vegas, NV",0.7779
29095017600,"South Kansas City, Kansas City, MO",0.7779
40109106802,"Central Oklahoma City, Bethany, OK",0.7779
17031110502,"Jefferson Park, Chicago, IL",0.7779
47157002500,"Crosstown, Memphis, TN",0.7779
39089757100,"Pataskala, OH",0.7779
18163001100,"Glenwood, Evansville, IN",0.7779
39035104800,"Cleveland, OH",0.7779
36005027401,"Bronx County, NY",0.7779
48113017900,"Casa View Heights, Mesquite, TX",0.7779
36059519900,"Bethpage, NY",0.7779
48141001800,"Chihuahuita, El Paso, TX",0.7778
1073012403,"Adamsville, AL",0.7778
39049004300,"Grandview South, Columbus, OH",0.7778
47009011603,"Friendsville, TN",0.7778
36047037401,"Kings County, NY",0.7778
29077003200,"Bissett, Springfield, MO",0.7778
6075032601,"Outer Sunset, San Francisco, CA",0.7778
4021000310,"Apache Junction, AZ",0.7778
20209044004,"Muncie - Stony Pt., Kansas City, KS",0.7778
21117064500,"Fort Mitchell, KY",0.7778
41051004101,"North Portland, Portland, OR",0.7778
39035106800,"Old Brooklyn, Cleveland, OH",0.7778
11001001901,"Brightwood, Washington, DC",0.7778
34013023000,"West Side, Newark, NJ",0.7778
13137000201,"Demorest, GA",0.7778
48121020108,"Little Elm, TX",0.7778
25005651100,"New Bedford, MA",0.7778
35001000707,"South Los Altos, Albuquerque, NM",0.7777
12086015500,"Miami, FL",0.7777
8031001403,"Overland, Denver, CO",0.7777
42019902700,"Lyndora, PA",0.7777
21111011708,"Louisville, KY",0.7777
18003011802,"Monroeville, IN",0.7777
37063001900,"Durham, NC",0.7777
51710005901,"Norview, Norfolk, VA",0.7777
18097390102,"Indianapolis, IN",0.7777
18001030500,"Monroe, IN",0.7777
48113012204,"White Rock Hills, Dallas, TX",0.7777
27053107000,"Powderhorn, Minneapolis, MN",0.7777
49035113527,"West Jordan, UT",0.7777
26125175100,"Hazel Park, MI",0.7777
9015815000,"Chaplin, CT",0.7777
17031804000,"Rolling Meadows, IL",0.7777
47157003900,"Midtown, Memphis, TN",0.7777
13033950700,"Sardis, GA",0.7777
47011010700,"Cleveland, TN",0.7777
18061060500,"Corydon, IN",0.7777
12067960100,"Mayo, FL",0.7777
6037273402,"Venice, Los Angeles, CA",0.7776
6037408625,"Hacienda Heights, CA",0.7776
50007002400,"Winooski, VT",0.7776
9003514800,"Central Manchester, Manchester, CT",0.7776
9009170800,"Meriden, CT",0.7776
6077002503,"Seaport, Stockton, CA",0.7776
42129805600,"North Belle Vernon, PA",0.7776
4013422215,"Mesa, AZ",0.7776
6037125401,"North Hollywood, Los Angeles, CA",0.7776
36083051901,"Schaghticoke, NY",0.7776
17031051400,"West Lakeview, Chicago, IL",0.7776
29189210923,"Florissant, MO",0.7776
36047006500,"Kings County, NY",0.7776
48201421500,"Southwest Houston, Houston, TX",0.7775
26163511200,"North End, Detroit, MI",0.7775
48113013718,"Original Town, Carrollton, TX",0.7775
1103005405,"Somerville, AL",0.7775
36103112214,"Huntington Station, NY",0.7775
13223120501,"Hiram, GA",0.7775
48113018121,"Garland, TX",0.7775
42125742200,"Washington, PA",0.7775
53033000402,"Bitter Lake, Seattle, WA",0.7775
45045003706,"Greenville, SC",0.7775
18003000800,"North Highlands, Fort Wayne, IN",0.7775
53053071305,"Tacoma, WA",0.7775
5007020504,"Bentonville, AR",0.7775
42125754500,"Washington, PA",0.7775
53033026400,"Highline, Seattle, WA",0.7775
24005421000,"Dundalk, MD",0.7775
29059480300,"Elkland, MO",0.7775
13227050600,"Tate, GA",0.7775
29099700900,"Festus, MO",0.7775
55079006200,"Sherman Park, Milwaukee, WI",0.7775
17043844301,"Lombard, IL",0.7775
9001072900,"Reservoir - Whiskey Hill, Bridgeport, CT",0.7775
6037602106,"Hawthorne, CA",0.7775
4013071514,"Arrowhead Shores, Peoria, AZ",0.7775
25005650202,"New Bedford, MA",0.7775
18089030600,"East Chicago, IN",0.7774
45019002502,"Hollywood, SC",0.7774
36059520600,"Farmingdale, NY",0.7774
26163546400,"Weatherby, Detroit, MI",0.7774
24033801404,"National Harbor, Oxon Hill, MD",0.7774
25025160502,"Chelsea, MA",0.7774
34017011100,"Constable Hook, Bayonne, NJ",0.7774
6107001601,"Farmersville, CA",0.7774
39119912500,"Roseville, OH",0.7774
34013000600,"Upper Roseville, Newark, NJ",0.7774
26163589400,"Belleville, MI",0.7774
42003190300,"Mount Washington, Pittsburgh, PA",0.7774
6067006600,"North Sacramento, Sacramento, CA",0.7774
12086007200,"Coconut Grove, Miami, FL",0.7774
18019050605,"Jeffersonville, IN",0.7774
42069111400,"Olyphant, PA",0.7774
53061051927,"Bothell, WA",0.7774
4021001701,"Maricopa, AZ",0.7774
4021002102,"Eloy, AZ",0.7774
1097002400,"Rickarby, Mobile, AL",0.7774
45083022303,"Chesnee, SC",0.7774
37119005824,"Charlotte, NC",0.7774
6113010204,"West Sacramento, CA",0.7774
12011100400,"Hallandale Beach, FL",0.7774
36103135301,"Smithtown, NY",0.7773
47171080300,"Unicoi, TN",0.7773
51550020300,"South Norfolk, Chesapeake, VA",0.7773
6019005906,"Sanger, CA",0.7773
42003525200,"Lower Oakmont, Oakmont, PA",0.7773
6055200503,"Napa, CA",0.7773
36093033004,"Rotterdam, NY",0.7773
13121002100,"Downtown, Atlanta, GA",0.7773
48201252000,"Summerwood, Houston, TX",0.7773
25027744400,"Milford, MA",0.7773
36059411902,"Lynbrook, NY",0.7773
55079015800,"Clarke Square, Milwaukee, WI",0.7773
39085200700,"Wickliffe, OH",0.7773
6037602700,"Hawthorne, CA",0.7773
6065040402,"Pedley, Riverside, CA",0.7773
45063020906,"Lexington, SC",0.7773
6037403320,"Diamond Bar, CA",0.7773
39045030300,"Baltimore, OH",0.7773
55079020200,"Southpoint, Milwaukee, WI",0.7773
6071000105,"Chino Hills, CA",0.7773
22095070800,"Reserve, LA",0.7773
34005700307,"Cinnaminson, NJ",0.7773
45091061202,"Rock Hill, SC",0.7772
27053026809,"Minneapolis, MN",0.7772
1111000200,"Woodland, AL",0.7772
12086005703,"Flagami, Miami, FL",0.7772
47179061500,"Johnson City, TN",0.7772
39035194100,"Walton Hills, OH",0.7772
36047035400,"Kings County, NY",0.7772
19155030700,"Council Bluffs, IA",0.7772
18003004300,"Fort Wayne, IN",0.7772
12103025306,"Largo, FL",0.7772
27123041105,"New Brighton, MN",0.7772
29047021001,"Gladstone, MO",0.7772
17031231500,"East Garfield Park, Chicago, IL",0.7772
39035154400,"Garfield Heights, OH",0.7772
1089010902,"Gurley, AL",0.7772
26121000300,"Angell, Muskegon, MI",0.7772
6071004601,"Hudson, San Bernardino, CA",0.7772
36081048400,"Queens County, NY",0.7772
47037019003,"Hillbrook, Nashville, TN",0.7772
17031770500,"Des Plaines, IL",0.7772
40143009300,"Sand Springs, OK",0.7771
6037224700,"South Los Angeles, Los Angeles, CA",0.7771
13139001201,"Gainesville, GA",0.7771
45045003401,"Greenville, SC",0.7771
48201452801,"Alief, Houston, TX",0.7771
15003006500,"Kalihi Valley, Honolulu, HI",0.7771
48201253500,"Lantern Park, Baytown, TX",0.7771
53061050101,"Edmonds, WA",0.7771
36081074100,"Queens County, NY",0.7771
45019005800,"Johns Island, SC",0.7771
4013611000,"Westwing Mountain, Peoria, AZ",0.7771
5143010501,"Springdale, AR",0.7771
29189217000,"Maplewood, MO",0.7771
47093006301,"Powell, TN",0.7771
42029302400,"West Chester, PA",0.7771
6037208802,"Central LA, Los Angeles, CA",0.7771
36001002600,"Second Avenue, Albany, NY",0.7771
18097381002,"Perry Township, Indianapolis, IN",0.7771
6037235201,"Park Mesa Heights, Los Angeles, CA",0.7771
12057013505,"Greater Palm River Point CDC, Tampa, FL",0.7771
55079003300,"Arlington Gardens, Milwaukee, WI",0.777
47037019109,"Antioch, Nashville, TN",0.777
36103158609,"Lake Ronkonkoma, NY",0.777
24025301201,"Harford County, MD",0.777
24510280403,"Westgate, Baltimore, MD",0.777
39035122200,"Lee - Miles, Cleveland, OH",0.777
44007010701,"Riverside, East Providence, RI",0.777
48201552200,"Cypress Chase, Cypress, TX",0.777
48215023700,"Edinburg, TX",0.777
36081014100,"Queens County, NY",0.777
45047970102,"Hodges, SC",0.777
6111003300,"Carriage Square, Oxnard, CA",0.777
27003050234,"Ham Lake, MN",0.777
42101034600,"Northeast Philadelphia, Philadelphia, PA",0.777
34031133701,"Haledon, NJ",0.777
6073002201,"City Heights, San Diego, CA",0.777
12086000807,"Hialeah, FL",0.777
6029006404,"Lamont, CA",0.777
34031124700,"Clifton, NJ",0.777
42043020600,"Midtown, Harrisburg, PA",0.777
49035113510,"Salt Lake City, UT",0.777
55079020700,"Tippecanoe, Milwaukee, WI",0.777
36055013901,"Rochester, NY",0.777
6059011722,"Northeast Anaheim, Anaheim, CA",0.777
37159050800,"Salisbury, NC",0.777
45045002302,"Greenville, SC",0.777
39087051100,"South Point, OH",0.777
48113017805,"Castleridge, Mesquite, TX",0.777
27123040402,"White Bear Lake, MN",0.7769
10003015600,"New Castle, DE",0.7769
6075033000,"Parkside, San Francisco, CA",0.7769
36075020703,"Hastings, NY",0.7769
42017101603,"Warminster, PA",0.7769
36103124001,"Lindenhurst, NY",0.7769
5055480100,"Marmaduke, AR",0.7769
47037018101,"Whitebridge, Nashville, TN",0.7769
36061003100,"Chinatown, New York, NY",0.7769
12103024408,"Saint Petersburg, FL",0.7768
42005951100,"Kittanning, PA",0.7768
6065040302,"Rubidoux, Riverside, CA",0.7768
29510126800,"Franz Park, St. Louis, MO",0.7768
8059010212,"Lamar Heights Area, Arvada, CO",0.7768
13057090601,"Canton, GA",0.7768
26163575300,"Dearborn, MI",0.7768
6019000501,"Roosevelt, Fresno, CA",0.7768
48029181728,"Far West Side, San Antonio, TX",0.7768
44007002000,"Manton, Providence, RI",0.7768
36055003900,"Group 14621, Rochester, NY",0.7768
48201422900,"Braeburn, Houston, TX",0.7768
36081144100,"Queens County, NY",0.7768
1073005103,"South Titusville, Birmingham, AL",0.7768
53053061002,"West End, Tacoma, WA",0.7768
26099210000,"Richmond, MI",0.7768
41051003302,"Northeast Portland, Portland, OR",0.7768
34015502300,"Swedesboro, NJ",0.7768
29221460400,"Mineral Point, MO",0.7768
6073003404,"Chollas View, San Diego, CA",0.7767
6037503401,"East Whitter, Whittier, CA",0.7767
12086006601,"Coral Way, Miami, FL",0.7767
26163584600,"Taylor, MI",0.7767
44007014600,"Cranston, RI",0.7767
27003050706,"Coon Rapids, MN",0.7767
6071000404,"Chino, CA",0.7767
29047021702,"Excelsior Springs, MO",0.7767
25027753200,"Oxford, Oxford, MA",0.7767
6071002010,"Hunter's Ridge, Fontana, CA",0.7767
53033029601,"Kent, WA",0.7767
33015063002,"Seabrook, NH",0.7767
45007010500,"Williamston, SC",0.7767
4013104219,"North Mountain Village, Glendale, AZ",0.7767
49011125303,"Clinton, UT",0.7767
42045404900,"Chester, PA",0.7767
6081607702,"East San Mateo, San Mateo, CA",0.7767
47001021302,"Powell, TN",0.7767
17201002301,"Rockford, IL",0.7767
36061009700,"Midtown, New York, NY",0.7767
6081602100,"Downtown, South San Francisco, CA",0.7767
53061052007,"Bothell, WA",0.7767
13051002100,"Benjamin Van Clark Park, Savannah, GA",0.7767
6067000500,"Central Sacramento, Sacramento, CA",0.7767
6073002601,"City Heights, San Diego, CA",0.7767
6081602800,"Fairmont, Pacifica, CA",0.7767
4013103302,"Paradise Valley Village, Phoenix, AZ",0.7767
8059015900,"Lakewood, CO",0.7766
6073003301,"Mountain View, San Diego, CA",0.7766
34003018200,"Fairview, NJ",0.7766
1043965500,"Cullman, AL",0.7766
22031950700,"Mansfield, LA",0.7766
42063961800,"Clarksburg, PA",0.7766
39085204500,"Painesville, OH",0.7766
42001030200,"York Springs, PA",0.7766
6067003000,"Southeastern Sacramento, Sacramento, CA",0.7766
39049008164,"Westland, Columbus, OH",0.7766
36103122603,"North Babylon, NY",0.7766
42063961900,"Saltsburg, PA",0.7766
53061053603,"Lake Stevens, WA",0.7766
36081071304,"Queens County, NY",0.7766
17163504500,"East Saint Louis, IL",0.7766
6071000821,"Upland, CA",0.7766
36047054500,"Kings County, NY",0.7766
6019002602,"Roosevelt, Fresno, CA",0.7766
47093006205,"Knoxville, TN",0.7766
42005951000,"Ford City, PA",0.7766
5119003800,"North Little Rock, AR",0.7766
6059001504,"Brea, CA",0.7766
49035113803,"Kearns, UT",0.7766
36047073400,"Kings County, NY",0.7766
24003740105,"Severn, MD",0.7765
39035151600,"East Cleveland, OH",0.7765
48493000600,"Poth, TX",0.7765
4013103306,"Paradise Valley Village, Phoenix, AZ",0.7765
1073010602,"Fairfield, AL",0.7765
6067004905,"Southwestern Sacramento, Sacramento, CA",0.7765
17031230100,"Humboldt Park, Chicago, IL",0.7765
4013082012,"Maryvale Village, Phoenix, AZ",0.7765
53053073500,"Edgewood, WA",0.7765
26099224100,"Macomb, MI",0.7765
36103112104,"Dix Hills, NY",0.7765
36115080300,"Hudson Falls, NY",0.7765
39025041103,"Amelia, OH",0.7765
36119005100,"Eastchester, NY",0.7765
41051010410,"Northeast, Gresham, OR",0.7765
17089851302,"Elgin, IL",0.7765
25025101102,"Mattapan, Boston, MA",0.7765
12031010500,"Northside, Jacksonville, FL",0.7764
51053840200,"Sutherland, VA",0.7764
26163568500,"Norwayne, Westland, MI",0.7764
21037052800,"Fort Thomas, KY",0.7764
6075015801,"Fillmore District, San Francisco, CA",0.7764
12099001402,"West Palm Beach, FL",0.7764
17117956600,"Brighton, IL",0.7764
18087970300,"Shipshewana, IN",0.7764
6065042506,"Moreno Valley, CA",0.7764
21015070308,"Florence, KY",0.7764
12103022901,"North Kenwood, Saint Petersburg, FL",0.7764
6059086406,"Northeast Anaheim, Anaheim, CA",0.7764
18019050306,"Jeffersonville, IN",0.7764
21195931100,"Pikeville, KY",0.7764
6013313206,"Pittsburg, CA",0.7764
40143007304,"Tulsa, OK",0.7764
6065042903,"Perris, CA",0.7763
39157021300,"Sugarcreek, OH",0.7763
24005421102,"Dundalk, MD",0.7763
49035114200,"West Jordan, UT",0.7763
29095013307,"Grandview, MO",0.7763
53035092803,"Olalla, WA",0.7763
36081045000,"Queens County, NY",0.7763
34017012800,"Kearny, NJ",0.7763
19153000600,"Oak Park, Des Moines, IA",0.7763
22077952200,"Jarreau, LA",0.7763
37067000802,"Winston-Salem, NC",0.7763
48453002433,"Del Valle, TX",0.7763
21049020202,"Winchester, KY",0.7763
45023020601,"Chester, SC",0.7763
45083021500,"Spartanburg, SC",0.7763
24033803519,"Landover, Hyattsville, MD",0.7763
34039031000,"Elizabeth, NJ",0.7763
4013109003,"Alhambra, Phoenix, AZ",0.7762
36047043600,"Kings County, NY",0.7762
45019001000,"Cannonborough Elliotborough, Charleston, SC",0.7762
17197880417,"Plainfield, IL",0.7762
48367140102,"Weatherford, TX",0.7762
6065042009,"Perris, CA",0.7762
35061970301,"Los Lunas, NM",0.7762
17031230200,"Humboldt Park, Chicago, IL",0.7762
42017100206,"Bensalem, PA",0.7762
42017101611,"Warminster, PA",0.7762
42003480101,"Pittsburgh, PA",0.7762
6075010300,"Russian Hill, San Francisco, CA",0.7762
54107000701,"Parkersburg, WV",0.7762
6037206200,"Central LA, Los Angeles, CA",0.7762
17031817600,"Maywood, IL",0.7762
6073012002,"National City, CA",0.7762
6037270300,"Central LA, Los Angeles, CA",0.7761
9009154200,"West Haven, CT",0.7761
5119001800,"Oak Forest, Little Rock, AR",0.7761
10005050501,"Georgetown, DE",0.7761
13121004900,"Grant Park, Atlanta, GA",0.7761
26099231100,"Sterling Heights, MI",0.7761
39049008242,"Scioto Woods, Columbus, OH",0.7761
37087920102,"Clyde, NC",0.7761
6065048902,"Moreno Valley, CA",0.7761
1117030704,"Shelby, AL",0.7761
40143007801,"Bixby, OK",0.7761
25017337300,"Stoneham, MA",0.7761
26163566900,"Wayne, MI",0.7761
36063023100,"North Tonawanda, NY",0.7761
4013116611,"Maricopa County, AZ",0.7761
24033803525,"Hyattsville, MD",0.7761
6065040813,"Norco, CA",0.7761
48453001833,"Windsor Hills, Austin, TX",0.7761
37193960700,"North Wilkesboro, NC",0.7761
39035171102,"Maple Heights, OH",0.776
17031823801,"Palos Park, IL",0.776
48029171913,"Heritage, San Antonio, TX",0.776
34003012001,"East Rutherford, NJ",0.776
4013106900,"Alhambra, Phoenix, AZ",0.776
9009130102,"Seymour, CT",0.776
6037267300,"West Los Angeles, Los Angeles, CA",0.776
34001000100,"Atlantic City, NJ",0.776
6059011200,"Fullerton, CA",0.776
6037106111,"Sylmar, Los Angeles, CA",0.776
55093960700,"Ellsworth, WI",0.776
44007010800,"Central Falls, RI",0.776
12086009307,"Hialeah, FL",0.776
9001210100,"Danbury, CT",0.776
42045407804,"Springfield, PA",0.776
26081013600,"Godwin Heights, Grand Rapids, MI",0.7759
34007607702,"Lindenwold, NJ",0.7759
48113017101,"Dallas, TX",0.7759
20091052417,"Lenexa, KS",0.7759
36047013000,"Kings County, NY",0.7759
39049010300,"South Columbus, Columbus, OH",0.7759
48439114003,"Saginaw, TX",0.7759
53061052605,"Lake Stevens, WA",0.7759
41051004900,"Northwest District, Portland, OR",0.7759
36081073700,"Queens County, NY",0.7759
22033005200,"Highlands/Perkins, Baton Rouge, LA",0.7759
8001008538,"Reunion, Commerce City, CO",0.7759
39113004300,"Highview Hills, Dayton, OH",0.7759
34017014502,"North Bergen, NJ",0.7759
36005031400,"Bronx County, NY",0.7759
53033028902,"Des Moines, WA",0.7759
36059409300,"Levittown, NY",0.7759
6037113401,"Canoga Park, Los Angeles, CA",0.7759
26147621000,"Port Huron, MI",0.7759
12086016700,"Miami, FL",0.7759
49049010506,"Santaquin, UT",0.7759
48201253800,"Baytown, TX",0.7759
26099224500,"Macomb, MI",0.7759
48201252900,"Highlands, TX",0.7759
48291700300,"Cleveland, TX",0.7759
17097862501,"Waukegan, IL",0.7759
6037920339,"Stevenson Ranch, CA",0.7758
48439106516,"Woodhaven, Fort Worth, TX",0.7758
29183310201,"Saint Charles, MO",0.7758
37119005401,"Hamilton Circle, Charlotte, NC",0.7758
48113010903,"Oak Cliff, Dallas, TX",0.7758
6037553100,"Bellflower, CA",0.7758
4021001303,"Casa Grande, AZ",0.7758
4013061039,"Copper Canyon Ranch, Surprise, AZ",0.7758
6059110201,"Buena Park, CA",0.7758
17031804808,"Schaumburg, IL",0.7758
39035138106,"Brook Park, OH",0.7758
35001000603,"La Mesa, Albuquerque, NM",0.7757
36081056700,"Queens County, NY",0.7757
34003057200,"Wallington, NJ",0.7757
36081161700,"Queens County, NY",0.7757
42101009802,"Overbrook, Philadelphia, PA",0.7757
21131920300,"Smilax, KY",0.7757
36059303202,"Garden City Park, NY",0.7757
34013013300,"Irvington, NJ",0.7757
18097390200,"Franklin Township, Indianapolis, IN",0.7757
53061052301,"Snohomish, WA",0.7757
26163540600,"Detroit, MI",0.7757
21067000200,"Northside District, Lexington, KY",0.7757
13121005200,"Ormewood Park, Atlanta, GA",0.7757
26163558200,"Livonia, MI",0.7757
34039032902,"Union, NJ",0.7757
26163536900,"Detroit, MI",0.7757
53053073406,"Puyallup, WA",0.7757
25017310400,"Centralville, Lowell, MA",0.7757
6075021000,"Mission District, San Francisco, CA",0.7757
17031140100,"Albany Park, Chicago, IL",0.7757
17197883514,"Tinley Park, IL",0.7757
17043843601,"Lombard, IL",0.7757
29047020901,"Kansas City, MO",0.7757
47021070102,"Ashland City, TN",0.7757
36059406702,"Hempstead, NY",0.7757
36059304002,"Westbury, NY",0.7757
27123040100,"Saint Paul, MN",0.7756
48201253100,"Baytown, TX",0.7756
45041001900,"Johnsonville, SC",0.7756
42041013000,"Newville, PA",0.7756
6077001800,"Park, Stockton, CA",0.7756
51760010500,"Edgewood, Richmond, VA",0.7756
24001000800,"Cumberland, MD",0.7756
41051000802,"Creston - Kenilworth, Portland, OR",0.7756
1073011901,"Birmingham, AL",0.7756
47053966800,"Trenton, TN",0.7756
51013102701,"Douglas Park, Arlington, VA",0.7756
34039032002,"Elizabeth, NJ",0.7756
17031817102,"Bellwood, IL",0.7756
39049007113,"Parkview, Columbus, OH",0.7756
53053073124,"Graham, WA",0.7756
36055013800,"Rochester, NY",0.7756
26163583700,"Taylor, MI",0.7756
42133001400,"York, PA",0.7756
39113000700,"Southern Dayton View, Dayton, OH",0.7756
24003730204,"Glen Burnie, MD",0.7756
4013092600,"Glendale, AZ",0.7756
6037430801,"Arcadia, CA",0.7756
6019004703,"Fresno, CA",0.7756
29189214900,"St. Louis, MO",0.7755
17031062600,"West Lakeview, Chicago, IL",0.7755
12057012501,"Plant City, FL",0.7755
27053108900,"Howe, Minneapolis, MN",0.7755
37145920601,"Roxboro, NC",0.7755
19153001500,"Union Park, Des Moines, IA",0.7755
26099230602,"Sterling Heights, MI",0.7755
31055007318,"Bennington, NE",0.7755
36029008201,"Elmwood North, Buffalo, NY",0.7755
47189031000,"Watertown, TN",0.7755
51710003300,"Ballentine Place, Norfolk, VA",0.7755
42079215200,"Wilkes-Barre Township, PA",0.7755
36059518800,"Syosset, NY",0.7755
48201240901,"Foxwood, Humble, TX",0.7755
4013523003,"Chandler, AZ",0.7755
10005050703,"Millsboro, DE",0.7755
17043843400,"Lombard, IL",0.7755
48355001602,"Central City, Corpus Christi, TX",0.7755
12086007701,"Miami, FL",0.7755
26163586200,"Romulus, MI",0.7755
48427950204,"Roma, TX",0.7755
42091201604,"Roslyn, Abington, PA",0.7755
4019004311,"Tucson, AZ",0.7755
40037020707,"Sapulpa, OK",0.7754
47093002600,"Knoxville, TN",0.7754
53061052709,"Arlington, WA",0.7754
44007001200,"West End Providence, Providence, RI",0.7754
47165020405,"Cottontown, TN",0.7754
22019002700,"Sulphur, LA",0.7754
13297110300,"Monroe, GA",0.7754
1065040000,"Moundville, AL",0.7754
29095008700,"Kansas City, MO",0.7754
5085020301,"Jacksonville, AR",0.7754
26163540100,"Detroit, MI",0.7754
51510201204,"Del Ray, Alexandria, VA",0.7754
6111003100,"West Village, Oxnard, CA",0.7754
6065042508,"Moreno Valley, CA",0.7754
48113013626,"Far North Dallas, Dallas, TX",0.7754
26163581200,"Southgate, MI",0.7754
26093733100,"Pinckney, MI",0.7754
26163545200,"Grandale, Detroit, MI",0.7754
39097041100,"London, OH",0.7754
13213010600,"Chatsworth, GA",0.7754
39145003900,"West Portsmouth, OH",0.7754
34015501210,"Sewell, Washington Township, NJ",0.7754
24003731306,"Pasadena, MD",0.7754
6059110605,"Fullerton, CA",0.7753
17031120200,"Edgebrook, Chicago, IL",0.7753
17031241100,"Humboldt Park, Chicago, IL",0.7753
13021012900,"Macon, GA",0.7753
36047051900,"Kings County, NY",0.7753
26099224600,"Macomb, MI",0.7753
36061004700,"Lower Manhattan, New York, NY",0.7753
34003021600,"Garfield, NJ",0.7753
31055003900,"Southeast Omaha, Omaha, NE",0.7753
26099260300,"Warren, MI",0.7753
39061020502,"Cincinnati, OH",0.7753
12071000600,"Dunbar, Fort Myers, FL",0.7753
1101000700,"Montgomery, AL",0.7753
22051026000,"Harvey, LA",0.7753
32003002604,"Las Vegas, NV",0.7753
6107003100,"Tulare, CA",0.7753
12086002706,"Edgewater, Miami, FL",0.7753
31055006506,"North Omaha, Omaha, NE",0.7753
31055007312,"North Central Omaha, Omaha, NE",0.7753
13067031406,"Austell, GA",0.7753
48453001824,"North Austin, Austin, TX",0.7753
17197883209,"Far West, Joliet, IL",0.7753
40097040600,"Salina, OK",0.7752
6065042515,"Moreno Valley, CA",0.7752
36059409400,"Wantagh, NY",0.7752
26125128800,"Orion charter Township, MI",0.7752
42049000700,"Erie, PA",0.7752
48201450802,"Briarforest, Houston, TX",0.7752
17197880415,"Joliet, IL",0.7752
18097360405,"Warren, Indianapolis, IN",0.7752
18097353300,"Old Northside, Indianapolis, IN",0.7752
17031824116,"Orland Park, IL",0.7752
4013106003,"Alhambra, Phoenix, AZ",0.7752
36063020500,"Niagara Falls, NY",0.7752
22051022002,"Metairie, LA",0.7752
47037016600,"Nashville, TN",0.7752
6065040808,"Corona, CA",0.7752
20209043301,"Rosedale, Kansas City, KS",0.7752
6037103400,"Sunland-Tujunga, Los Angeles, CA",0.7752
21025920500,"Jackson, KY",0.7752
1073001902,"Wahouma, Birmingham, AL",0.7752
51085321401,"Mechanicsville, VA",0.7752
6037106010,"Sylmar, Los Angeles, CA",0.7752
42045402100,"Lansdowne, PA",0.7752
42017100805,"Levittown, PA",0.7752
29037061002,"Peculiar, MO",0.7752
39151700200,"Canton, OH",0.7752
39061001100,"Over-The-Rhine, Cincinnati, OH",0.7752
4013108602,"Camelback East Village, Phoenix, AZ",0.7751
35001004729,"Albuquerque, NM",0.7751
39035152701,"Euclid, OH",0.7751
48215020204,"Mission, TX",0.7751
47065012300,"East Chattanooga Neighborhood Association, Chattanooga, TN",0.7751
5045030303,"Vilonia, AR",0.7751
26163546300,"Detroit, MI",0.7751
47093005302,"Strawberry Plains, TN",0.7751
47133950500,"Cookeville, TN",0.7751
6019003701,"Fresno, CA",0.7751
51087201403,"Sandston, VA",0.7751
4013420210,"Buckhorn Neighborhood, Mesa, AZ",0.7751
26163531800,"Dexter-Linwood, Detroit, MI",0.7751
53033029204,"Kent, WA",0.7751
36115081000,"Fort Ann, NY",0.7751
40109106502,"Central Oklahoma City, Oklahoma City, OK",0.7751
18093950500,"Bedford, IN",0.7751
6037700802,"Beverly Hills, CA",0.7751
26099223500,"Macomb, MI",0.775
32003002206,"Las Vegas, NV",0.775
27053026907,"Champlin, MN",0.775
17031231100,"Humboldt Park, Chicago, IL",0.775
1115040106,"Odenville, AL",0.775
29095011100,"Sugar Creek, MO",0.775
17197880202,"Romeoville, IL",0.775
22051021100,"Kenner, LA",0.775
1049960200,"Henagar, AL",0.775
21111006600,"Old Louisville, Louisville, KY",0.775
39061008300,"Mount Airy, Cincinnati, OH",0.775
26099241500,"Clinton Township, MI",0.775
24005401200,"Woodlawn, MD",0.775
6065043900,"Beaumont, CA",0.775
17055040400,"Zeigler, IL",0.775
4013815100,"Gilbert, AZ",0.775
18109510800,"Martinsville, IN",0.775
47037017402,"Glencliff, Nashville, TN",0.775
25021422200,"Weymouth, MA",0.775
39049009321,"Beechwood, Columbus, OH",0.775
28143950200,"Tunica, MS",0.775
