"tract","Name","Fraction_Single_Parents_in_2012-16"
6037553504,"Paramount, CA",0.4473
22109000500,"Houma, LA",0.4431
36081054700,"Queens County, NY",0.4405
50011010500,"Franklin County, VT",0.439
29095011300,"Independence, MO",0.4336
45051051503,"Myrtle Beach, SC",0.4336
29183310502,"Saint Charles, MO",0.4306
25009204701,"Salem, MA",0.4288
34025811301,"Howell, NJ",0.4279
6087100900,"Seabright, Santa Cruz, CA",0.4279
39123050500,"Port Clinton, OH",0.4278
6107000600,"Cutler, CA",0.4249
26163582100,"Southgate, MI",0.4228
45019003900,"North Charleston, SC",0.4219
30031000300,"Three Forks, MT",0.4212
37081015703,"Greensboro, NC",0.4198
54081000600,"Beckley, WV",0.4158
42049011900,"Corry, PA",0.4138
12086013200,"Hialeah, FL",0.4137
41003000600,"Corvallis, OR",0.4126
47037015627,"Antioch, Nashville, TN",0.4123
12011020319,"Coral Springs, FL",0.4099
42003457200,"Bridgeville, PA",0.4096
18003000500,"Spy Run, Fort Wayne, IN",0.4096
37089930300,"Hendersonville, NC",0.4095
45083021403,"Spartanburg, SC",0.406
12035060105,"Palm Coast, FL",0.4054
1077010600,"North Florence, Florence, AL",0.4043
19111490200,"Fort Madison, IA",0.3984
6037553802,"Paramount, CA",0.3959
39027964700,"Wilmington, OH",0.3951
6065044604,"Desert Park Estates, Palm Springs, CA",0.395
17031730400,"South Side, Chicago, IL",0.3908
13153021107,"Bonaire, GA",0.3907
37093970101,"Raeford, NC",0.3897
53033023801,"West Bellevue, Bellevue, WA",0.3892
34033021000,"Elmer, NJ",0.3883
13245010906,"Goshen, Augusta, GA",0.3874
55055101100,"Jefferson, WI",0.3869
39113021700,"Dayton, OH",0.3867
17027900500,"Centralia, IL",0.386
6073002401,"Cherokee Point, San Diego, CA",0.3854
30105100500,"Glasgow, MT",0.3826
53011040711,"North Sifton - Orchards Area, Vancouver, WA",0.3807
48339693800,"Conroe, TX",0.3806
29147470400,"Maryville, MO",0.3801
15009031700,"Kaunakakai, HI",0.3798
4013116610,"Laveen Village, Phoenix, AZ",0.3796
17107953100,"Lincoln, IL",0.3793
39061005000,"Hyde Park, Cincinnati, OH",0.3785
20035493500,"Winfield, KS",0.3761
48049951100,"Brownwood, TX",0.3759
8043978500,"Cañon City, CO",0.3748
45013010200,"Hilton Head Island, SC",0.3745
6037402502,"Westmont, Pomona, CA",0.3727
47059090600,"Greeneville, TN",0.3724
48339693900,"Conroe, TX",0.3723
4013105800,"Alhambra, Phoenix, AZ",0.3712
55071000100,"Manitowoc, WI",0.37
17043846201,"Naperville, IL",0.3699
6065043313,"Hemet, CA",0.3696
36059405100,"Elmont, NY",0.3691
29145020100,"Neosho, MO",0.3687
48245000308,"Beaumont, TX",0.3676
42101035701,"Bustleton, Philadelphia, PA",0.3664
31041971900,"Broken Bow, NE",0.3656
24031704403,"Bethesda, MD",0.3654
39113050402,"Miamisburg, OH",0.365
48201250200,"Humble, TX",0.3645
20139010300,"Lyndon, KS",0.3617
39027964800,"Wilmington, OH",0.3612
13225040102,"Byron, GA",0.3601
72047530600,"Corozal, PR",0.3599
6065045224,"Indio, CA",0.3588
37097061501,"Mooresville, NC",0.358
20173005700,"South Seneca, Wichita, KS",0.3579
36011041500,"Auburn, NY",0.3574
8087000700,"Brush, CO",0.3572
12101032602,"Mills Estate, Dade City, FL",0.3568
36007012000,"Lisle, NY",0.3563
47107970300,"Athens, TN",0.3557
29213480502,"Hollister, MO",0.3525
6037128101,"Van Nuys, Los Angeles, CA",0.3518
25005613400,"Taunton, MA",0.3507
4013422302,"Mesa, AZ",0.3494
17031242900,"West Town, Chicago, IL",0.3484
39067975600,"Jewett, OH",0.3482
13121009300,"Buckhead, Atlanta, GA",0.3453
34011010301,"Cedarville, Lawrence Township, NJ",0.3416
8077001101,"Grand Junction, CO",0.3408
6041130202,"Sausalito, CA",0.3398
12133970103,"Chipley, FL",0.3394
48201343000,"La Porte, TX",0.339
45051060209,"Conway, SC",0.3385
53071920000,"Burbank, WA",0.3376
18149953800,"Knox, IN",0.3375
37089930100,"Hendersonville, NC",0.3357
31055007456,"Millard, Omaha, NE",0.3345
36119007900,"Port Chester, NY",0.3344
42081000300,"Williamsport, PA",0.3333
8069000100,"Old Town, Fort Collins, CO",0.3333
36033950700,"Saint Regis Falls, NY",0.3318
47011011401,"Cleveland, TN",0.3314
72115330400,"Quebradillas, PR",0.3308
35001003725,"Academy Acres North, Albuquerque, NM",0.3307
41071030102,"Newberg, OR",0.3291
13063040307,"Forest Park, GA",0.3257
48141000600,"Logan Heights, El Paso, TX",0.3219
34013014600,"Belleville, NJ",0.3202
48201222200,"Orange Grove Britton, Houston, TX",0.319
48123970300,"Cuero, TX",0.3189
17031812700,"Oak Park, IL",0.3179
32031003306,"Incline Village, NV",0.3179
8031004503,"West, Denver, CO",0.3169
6065041813,"Corona, CA",0.3137
39093094100,"LaGrange, OH",0.3133
5045031006,"Conway, AR",0.3124
36119006400,"New Rochelle, NY",0.3117
5083950300,"Paris, AR",0.3115
34003057102,"Wallington, NJ",0.311
42091203500,"Norristown, PA",0.3078
17031700301,"Ashburn, Chicago, IL",0.307
47181950200,"Waynesboro, TN",0.3068
48339692400,"Montgomery County, TX",0.3043
41001950500,"Baker City, OR",0.3017
15009030303,"Kihei, HI",0.3005
6059042331,"Laguna Niguel, CA",0.3001
45015020301,"Bonneau, SC",0.3
37135012201,"Chapel Hill, NC",0.2996
47129110500,"Oakdale, TN",0.2993
37105030501,"Sanford, NC",0.2992
6053010504,"Salinas, CA",0.299
9009141800,"Prospect Hill, New Haven, CT",0.2986
72065310500,"Arecibo, PR",0.2954
53033023300,"West Lake Sammamish, Bellevue, WA",0.2942
34021000500,"Chambersburg, Trenton, NJ",0.2931
6037602509,"Hawthorne, CA",0.2929
55103970100,"Richland Center, WI",0.2915
6067009323,"Elk Grove, CA",0.2899
34001013102,"Margate City, NJ",0.2857
42021010300,"Johnstown, PA",0.2857
26139024900,"Holland, MI",0.2842
55027960200,"Mayville, WI",0.2832
42069111200,"Blakely, PA",0.2808
17031807800,"Skokie, IL",0.2803
19101090400,"Fairfield, IA",0.2794
29095012502,"Raytown, MO",0.2793
51121020400,"Shenandoah, Blacksburg, VA",0.2788
6059001102,"Los Nietos, La Habra, CA",0.2786
27111960600,"New York Mills, MN",0.2778
26005032401,"Holland, MI",0.2768
6111007509,"Thousand Oaks, CA",0.2768
27123042202,"Saint Paul, MN",0.2765
21151010101,"Richmond, KY",0.2757
54041967300,"Jane Lew, WV",0.2754
48113000401,"Dallas, TX",0.2752
36059414301,"Freeport, NY",0.2745
6041104102,"Novato, CA",0.274
36081051300,"Queens County, NY",0.2723
34029732001,"Lanoka Harbor, Lacey Township, NJ",0.2722
36093033102,"Delanson, NY",0.272
25011040300,"Northfield, MA",0.2707
6059075513,"Tustin, CA",0.27
37065021600,"Macclesfield, NC",0.2699
41051008901,"Pleasant Valley, Portland, OR",0.2693
35043010716,"Rio Rancho, NM",0.2691
12099007006,"Boca Raton, FL",0.2673
37161961102,"Mooresboro, NC",0.2669
36027150003,"Tivoli, NY",0.2655
39171950200,"Edon, OH",0.2654
48027021700,"Belton, TX",0.2652
47037015622,"Hermitage, Nashville, TN",0.2647
51700032005,"Central Newport News, Newport News, VA",0.2636
4013814800,"Gilbert, AZ",0.2632
48141010342,"El Paso, TX",0.2631
53041971500,"Chehalis, WA",0.2629
9009165700,"Hamden, CT",0.2604
5015950500,"Green Forest, AR",0.2533
6065045604,"Thermal, CA",0.2532
48053960600,"Marble Falls, TX",0.2519
29097011700,"Carthage, MO",0.2513
12099007910,"West Palm Beach, FL",0.2507
26125167500,"Farmington Hills, MI",0.25
48113017811,"Meadowdale, Mesquite, TX",0.2493
25011040600,"Shutesbury, MA",0.248
26059050100,"Somerset Center, MI",0.2473
21153970200,"Salyersville, KY",0.2471
18141012100,"North Liberty, IN",0.2471
1089011022,"Madison, AL",0.2459
48453001714,"Canyon Creek, Austin, TX",0.2459
6065042207,"Canyon Crest, Riverside, CA",0.2454
6071002034,"Rancho Cucamonga, CA",0.2408
1129044000,"Chatom, AL",0.2393
29005950100,"Tarkio, MO",0.2393
41019100000,"Glide, OR",0.2384
54037972506,"Charles Town, WV",0.2379
45051051404,"Surfside Beach, SC",0.2372
6023011000,"Rohnerville, Fortuna, CA",0.2317
48251130303,"Cleburne, TX",0.2302
27049080102,"Red Wing, MN",0.2294
6065042903,"Perris, CA",0.2285
19017004100,"Waverly, IA",0.2285
42087961200,"McClure, PA",0.2279
29077004102,"Springfield, MO",0.2274
36047044600,"Kings County, NY",0.2254
29183312194,"Wentzville, MO",0.2231
42085030300,"Hermitage, PA",0.2222
25017383600,"Framingham, MA",0.2212
5045030800,"Conway, AR",0.2207
48355005408,"South Side, Corpus Christi, TX",0.2176
41047002700,"Salem, OR",0.2175
40027201902,"South Oklahoma City, Oklahoma City, OK",0.2163
26111291400,"St. Louis, MI",0.2155
22051026500,"Marrero, LA",0.2143
6073018504,"Fire Mountain, Oceanside, CA",0.2143
6073013905,"Spring Valley, CA",0.2141
34019010702,"Pittstown, Franklin, NJ",0.213
30009000200,"Bridger, MT",0.212
6061021304,"Lincoln, CA",0.2117
36119011300,"Irvington, NY",0.2046
34017004800,"Hackensack River Waterfront, Jersey City, NJ",0.2032
12021010413,"Rural Estates, Naples, FL",0.2023
12097043204,"Saint Cloud, FL",0.202
17031243200,"West Town, Chicago, IL",0.2017
41067032606,"Hillsboro, OR",0.2
36119008401,"Harrison, NY",0.1994
6037573601,"South of Conant, Long Beach, CA",0.1969
17031750200,"South Side, Chicago, IL",0.1968
36021000800,"Spencertown, NY",0.1938
48085030203,"Anna, TX",0.1933
6059011101,"Fullerton, CA",0.1931
53021020700,"Pasco, WA",0.1923
6099000501,"Modesto, CA",0.1914
36081146700,"Queens County, NY",0.1905
53061041304,"Boulevard Bluffs, Everett, WA",0.1901
51059452101,"Annandale, VA",0.1899
21083020900,"Mayfield, KY",0.1879
55055100900,"Jefferson, WI",0.1864
48469000700,"Victoria, TX",0.1864
48491020110,"Georgetown, TX",0.1852
54003971800,"Gerrardstown, WV",0.1847
48201430800,"Westside, Houston, TX",0.1846
20091053202,"Overland Park, KS",0.1841
9003515000,"Highland Park, Manchester, CT",0.1824
6013303205,"Campanello, Brentwood, CA",0.1805
26121004000,"Twin Lake, MI",0.1804
54081000803,"Shady Spring, WV",0.1798
21067002302,"Lansdowne Merrick, Lexington, KY",0.179
6001450300,"Dublin, CA",0.1785
13117130301,"Cumming, GA",0.1782
20179952600,"Hoxie, KS",0.1769
37157040502,"Eden, NC",0.1767
17167002000,"Springfield, IL",0.1764
47131965900,"Kenton, TN",0.1742
27123040100,"Saint Paul, MN",0.1723
6067008513,"Folsom, CA",0.1702
12105012502,"Davenport, FL",0.1696
26161400400,"Burns Park, Ann Arbor, MI",0.1667
55063010202,"Holmen, WI",0.1661
6071003801,"Rialto, CA",0.1655
29195090800,"Marshall, MO",0.1636
37191000500,"Goldsboro, NC",0.1602
17049950300,"Altamont, IL",0.1584
24003740103,"Hanover, MD",0.1569
1073012915,"Vestavia Hills, AL",0.1563
27137010200,"Proctor, MN",0.1553
6085506605,"West San Jose, San Jose, CA",0.1538
17057952900,"Canton, IL",0.1535
34023001701,"Edison, NJ",0.1514
17031802504,"Wheeling, IL",0.1491
51750010101,"Radford, VA",0.1463
48113000100,"Lakewood, Dallas, TX",0.1453
39153520202,"Cuyahoga Falls, OH",0.1451
26081014502,"Chateau Hills, Wyoming, MI",0.1424
17031071800,"Lincoln Park, Chicago, IL",0.1392
45045003008,"Simpsonville, SC",0.1392
42071013303,"Willow Street, PA",0.1373
8005083200,"Tallgrass, Aurora, CO",0.1358
10001040900,"Dover, DE",0.134
48167723600,"Hitchcock, TX",0.1322
9001010800,"Cos Cob, Greenwich, CT",0.1318
15003009502,"Schofield Barracks, HI",0.1305
42017105400,"Newtown, PA",0.1304
6083001402,"Montecito, CA",0.13
36047030200,"Kings County, NY",0.1286
36047024600,"Kings County, NY",0.1274
13211010500,"Madison, GA",0.1267
27003050813,"Minneapolis, MN",0.1264
6059032035,"Mission Viejo, CA",0.125
39157021300,"Sugarcreek, OH",0.1222
36103147803,"Sayville, NY",0.1216
37133002201,"Jacksonville, NC",0.1206
6073009804,"San Carlos, San Diego, CA",0.1186
17043846209,"Naperville, IL",0.1185
48439113907,"Southlake, TX",0.1149
6097150500,"Glen Ellen, CA",0.1122
6037920016,"Santa Clarita, CA",0.1091
36071013500,"Highland Mills, Woodbury, NY",0.1082
47037019115,"Holt Woods, Nashville, TN",0.108
12109020602,"St. Augustine, FL",0.1077
42091203208,"Blue Bell, PA",0.1068
6111005401,"Camarillo, CA",0.106
55079060102,"Milwaukee, WI",0.1024
24031704300,"Kensington, MD",0.0958
37183053603,"Cary, NC",0.0946
23031024000,"East Waterboro, Waterboro, ME",0.089
37189920602,"Boone, NC",0.0833
24025303102,"Churchville, MD",0.0776
42079211702,"Wilkes-Barre, PA",0.0748
53033024100,"Clyde Hill, WA",0.0721
36081017900,"Queens County, NY",0.0714
36079010100,"Patterson, NY",0.0682
45009960300,"Olar, SC",0.0649
29189216300,"Clayton, MO",0.0641
11001008301,"Northeast Washington, Washington, DC",0.0594
8037000301,"El Jebel, CO",0.0579
33013039000,"Hopkinton, NH",0.0566
51059430201,"Fairfax, VA",0.0549
42003521402,"Monroe Heights, Monroeville, PA",0.0546
12109020601,"Ponte Vedra Beach, FL",0.0523
31167962100,"Stanton, NE",0.0497
6085513000,"Stanford, CA",0.0483
24003730603,"Millersville, MD",0.0444
50007003301,"South Burlington, VT",0.0432
17043842000,"Glen Ellyn, IL",0.0386
36103135003,"Saint James, NY",0.0383
42017105004,"Holland, PA",0.0383
13321950600,"Sylvester, GA",0.0338
6061020606,"Granite Bay, CA",0.0284
37183053604,"Preston, Cary, NC",0.0215
34025801200,"Middletown, NJ",0.0194
1117030304,"Birmingham, AL",0.0194
42045408400,"Haverford, PA",0
29510213900,,
17031150700,"Portage Park, Chicago, IL",0.271
55067960300,"Antigo, WI",0.253
18087970600,"Wolcottville, IN",0.2327
24005430600,"Relay, Halethorpe, MD",0.2271
27053109800,"Southwest Minneapolis, Minneapolis, MN",0.2165
17197884006,"Wilmington, IL",0.1834
18089042902,"Cedar Lake, IN",0.1621
53061052707,"Marysville, WA",0.1144
27025110100,"Rush City, MN",0.1092
17117956800,"Wilsonville, IL",0.1086
25017321200,"Marlborough, MA",0.1053
36081119100,"Queens County, NY",0.1044
6067009403,"Wilton, CA",0.0672
4025001702,"Sedona, AZ",0.0606
49049010216,"Lehi, UT",0.0347
51610451400,,
39113001501,"Downtown, Dayton, OH",1
55025000408,"Madison, WI",1
36061003602,"Bowery, New York, NY",1
38017000700,"Downtown, Fargo, ND",1
26163553400,"Highland Park, MI",1
6019005408,"Fresno, CA",1
12099007418,"Boca Raton, FL",1
17031340600,"Armour Square, Chicago, IL",1
26163518800,"Detroit, MI",1
12083000801,"The Villages, FL",1
47157005800,"South Memphis, Memphis, TN",1
24510180100,"Poppleton, Baltimore, MD",0.983
45079001300,"Columbia, SC",0.9692
39035108701,"Central, Cleveland, OH",0.9636
9003500400,"Sheldon Charter Oak, Hartford, CT",0.9514
51730810600,"Petersburg, VA",0.9497
36061001002,"Lower Manhattan, New York, NY",0.941
11001007401,"Barry Farm, Washington, DC",0.9393
29510110400,"Jeff-Vander-Lou, St. Louis, MO",0.9375
17163502200,"Washington Park, IL",0.9356
17031670100,"Englewood, Chicago, IL",0.9254
13215002700,"Columbus, GA",0.9236
22097961300,"Opelousas, LA",0.9145
6067005301,"Central Sacramento, Sacramento, CA",0.9102
24510280500,"Pleasant View Gardens, Baltimore, MD",0.9087
17031350400,"Douglas, Chicago, IL",0.907
48201331200,"Southeast Houston, Houston, TX",0.9058
13121004200,"West End, Atlanta, GA",0.9007
37155960502,"Pembroke, NC",0.8984
29095005602,"East Side, Kansas City, MO",0.8936
12086001801,"Brownsville, Miami, FL",0.8917
34013010400,"East Orange, NJ",0.8891
4013108601,"Encanto Village, Phoenix, AZ",0.885
21111002700,"California, Louisville, KY",0.8843
34025807200,"Asbury Park, NJ",0.8755
35006974201,"Grants, NM",0.8741
26163504100,"Detroit, MI",0.8741
37155960801,"Lumberton, NC",0.8738
22071013700,"Desire Area, New Orleans, LA",0.8736
12095010400,"Northwest Orlando, Orlando, FL",0.8683
22071002100,"St. Roch, New Orleans, LA",0.8681
17031838700,"Lawndale, Chicago, IL",0.8664
22071001720,"New Orleans East Area, New Orleans, LA",0.8664
27007940001,"Puposky, MN",0.8636
22033004205,"Baker, LA",0.859
26049000400,"Flint, MI",0.8588
40143006701,"Mountain Manor, Tulsa, OK",0.8584
37081013900,"High Point, NC",0.8569
36055009602,"Dutchtown, Rochester, NY",0.8537
36029003400,"Grider, Buffalo, NY",0.8532
24510160300,"Sandtown-Winchester, Baltimore, MD",0.8523
22073001400,"Monroe, LA",0.8523
30013000800,"Great Falls, MT",0.8511
22033000400,"Mid City North, Baton Rouge, LA",0.8495
26163506500,"Krainz Woods, Detroit, MI",0.8488
24510180300,"Hollins Market, Baltimore, MD",0.8478
42049000600,"Erie, PA",0.8478
18097310309,"Indianapolis, IN",0.8427
39049009386,"Eastshire, Reynoldsburg, OH",0.8414
13121002800,"Downtown, Atlanta, GA",0.8413
34013022800,"Springfield/Belmont, Newark, NJ",0.8402
34007600900,"Cramer Hill, Camden, NJ",0.8393
34013022700,"South Broad Street, Newark, NJ",0.8391
39049008730,"South Columbus, Columbus, OH",0.838
39035112500,"Hough, Cleveland, OH",0.8359
21111004900,"Downtown, Louisville, KY",0.8358
40143004600,"Tulsa, OK",0.8355
48113011401,"Dallas, TX",0.8336
17031670200,"Englewood, Chicago, IL",0.8317
36081004300,"Queens County, NY",0.8313
4023966302,"Nogales, AZ",0.8312
36005045800,"Bronx County, NY",0.831
40031001500,"Lawton, OK",0.8303
48037010500,"Texarkana, TX",0.828
25025080401,"Roxbury, Boston, MA",0.8255
22071002402,"Gentilly, New Orleans, LA",0.8247
36055006600,"Genesee-Jefferson, Rochester, NY",0.8243
26163507500,"Highland Park, MI",0.8241
40023967200,"Hugo, OK",0.824
51740212702,"Portsmouth, VA",0.8235
12086009904,"Miami Gardens, FL",0.8224
17031837000,"East Garfield Park, Chicago, IL",0.822
36005028300,"Bronx County, NY",0.8218
42101009200,"West Powelton, Philadelphia, PA",0.8215
72127005403,"San Juan, PR",0.8205
12009060700,"Titusville, FL",0.8185
12097043206,"Saint Cloud, FL",0.8182
22033001104,"Lobdell/Woodale, Baton Rouge, LA",0.8158
42003101700,"Garfield, Pittsburgh, PA",0.814
29510105400,"West End, St. Louis, MO",0.8137
12033002000,"South Pensacola, Pensacola, FL",0.813
24033802001,"Suitland, Suitland-Silver Hill, MD",0.8125
26163503600,"Osborn, Detroit, MI",0.8121
21111002800,"Algonquin, Louisville, KY",0.8117
47157010620,"Parkway Village, Memphis, TN",0.8109
48291700200,"Cleveland, TX",0.8104
1073011803,"Center Point, AL",0.8101
37107010400,"Kinston, NC",0.8095
42079200500,"Wilkes-Barre, PA",0.8089
46113940500,"Pine Ridge, SD",0.8055
28051950500,"Goodman, MS",0.8046
4019940600,"Sells, AZ",0.8043
36047121400,"Kings County, NY",0.8043
9005310200,"Torrington, CT",0.8042
39153509000,"Middlebury, Akron, OH",0.8027
17031252202,"Austin, Chicago, IL",0.8007
72021031622,"Bayamón, PR",0.797
17031836700,"East Garfield Park, Chicago, IL",0.7969
18097322600,"Indianapolis, IN",0.7967
26163546600,"Franklin Park, Detroit, MI",0.7962
37129011100,"Jervay Place, Wilmington, NC",0.7962
6037221401,"Jefferson, Los Angeles, CA",0.7948
37051001800,"Douglas Byrd, Fayetteville, NC",0.7938
12009062600,"Collage Park, Cocoa, FL",0.7929
20045000901,"Lawrence, KS",0.7919
12031011200,"Lake Forest Hills, Jacksonville, FL",0.7895
44007000600,"Upper South Providence, Providence, RI",0.7889
72001956600,"Adjuntas, PR",0.7887
37165010200,"Laurinburg, NC",0.7886
34013001400,"Fairmount, Newark, NJ",0.788
36029002502,"Willert Park, Buffalo, NY",0.7876
4013108902,"Alhambra, Phoenix, AZ",0.7871
40109106707,"Northwest Oklahoma City, Oklahoma City, OK",0.787
24003730506,"South Gate, Glen Burnie, MD",0.7855
17031261000,"Garfield Park, Chicago, IL",0.7846
18067000200,"Kokomo, IN",0.7839
36055005500,"North Marketview Heights, Rochester, NY",0.7836
