"tract","Name","Individual_Income_Excluding_Spouse_rP_gF_pall"
6075025401,"Bernal Heights, San Francisco, CA",26054
6037226420,"South Los Angeles, Los Angeles, CA",26053
48485012400,"Wichita Falls, TX",26053
24005451300,"Middle River, MD",26053
26081000400,"Creston, Grand Rapids, MI",26053
6037503501,"East Whitter, Whittier, CA",26053
12061050301,"Vero Beach, FL",26052
40143008501,"Tulsa, OK",26051
16001000302,"Collister, Boise, ID",26051
19111490700,"Keokuk, IA",26051
26061000400,"Houghton County, MI",26051
21155970200,"Lebanon, KY",26051
6037101110,"Tujunga, Los Angeles, CA",26051
12021010413,"Rural Estates, Naples, FL",26050
6071010901,"Lake Arrowhead, CA",26050
6099000601,"Modesto, CA",26050
32003005337,"Green Valley Ranch, Henderson, NV",26050
23023970100,"Richmond, Richmond, ME",26050
6095253404,"Dixon, CA",26050
21225950202,"Morganfield, KY",26050
36081023500,"Queens County, NY",26049
39173022500,"Bowling Green, OH",26049
36005003500,"Bronx County, NY",26048
40109108601,"Southwest Oklahoma City, Oklahoma City, OK",26048
42051263200,"Smithfield, PA",26048
21015070312,"Florence, KY",26048
48489950400,"Raymondville, TX",26048
6037551101,"Downey, CA",26047
6037191110,"Central LA, Los Angeles, CA",26047
26099255000,"Roseville, MI",26047
9009141600,"Dixwell, New Haven, CT",26047
39095005902,"Whitmer-Trilby, Toledo, OH",26047
17031330100,"Near South Side, Chicago, IL",26046
12057010813,"Tampa, FL",26046
6037601600,"Inglewood, CA",26046
26099241000,"Clinton Township, MI",26045
44007000101,"Washington Park, Providence, RI",26045
51199051000,"Williamsburg, VA",26045
48201432002,"Westside, Houston, TX",26044
25015820102,"Ware, Ware, MA",26044
31123952500,"Bridgeport, NE",26044
37183053109,"Pine Meadow, Fuquay Varina, NC",26044
18091041900,"Mill Creek, IN",26044
35013001201,"Las Cruces, NM",26043
24001000400,"Cumberland, MD",26043
2170001201,"Palmer, AK",26043
37119005404,"Derita - Statesville, Charlotte, NC",26043
29095015100,"Independence, MO",26043
6037603200,"Gardena, CA",26043
6085504318,"Berryessa, San Jose, CA",26042
39173020900,"Millbury, OH",26042
41051009400,"Northeast Portland, Portland, OR",26042
48439113703,"Grapevine, TX",26042
18063210502,"Danville, IN",26042
30075000100,"Broadus, MT",26042
40109106608,"Central Oklahoma City, Oklahoma City, OK",26041
42129806600,"Tarrs, PA",26040
42005950700,"Rural Valley, PA",26040
6059086404,"Northeast Anaheim, Anaheim, CA",26040
26139021201,"Grand Haven, MI",26040
46109940400,"Sisseton, SD",26039
48491020704,"Greenslopes At Lake Creek, Round Rock, TX",26039
13135050537,"Duluth, GA",26039
51069050500,"Winchester, VA",26039
42077001502,"Allentown, PA",26039
6065043802,"Calimesa, CA",26039
55105000800,"Janesville, WI",26038
17031220500,"Logan Square, Chicago, IL",26038
40027202006,"South Oklahoma City, Oklahoma City, OK",26038
53053070307,"Bonney Lake, WA",26038
4019004008,"Terra Del Sol, Tucson, AZ",26037
36047091800,"Kings County, NY",26037
8031002702,"Central, Denver, CO",26037
25009217400,"Beverly, MA",26037
48355002601,"Bay Area, Corpus Christi, TX",26037
12001110800,"Gainesville, FL",26036
13021013604,"Lizella, GA",26036
12011100600,"West Park, FL",26036
17123961500,"Toluca, IL",26036
12086010009,"Miami Gardens, FL",26035
6037601212,"Inglewood, CA",26035
17157951300,"Chester, IL",26035
26045021002,"Charlotte, MI",26035
31019969600,"Kearney, NE",26035
25025030200,"North End, Boston, MA",26035
5085020101,"Austin, AR",26035
37125950602,"Pinehurst, NC",26034
6037402706,"Westmont, Pomona, CA",26034
48113009611,"Northwest Dallas, Dallas, TX",26034
4019004061,"Vail, AZ",26034
42051260401,"Mount Pleasant, PA",26033
6059099249,"Santa Anita Park, Santa Ana, CA",26033
13121010508,"Atlanta, GA",26033
41043020500,"Albany, OR",26033
12001001802,"Alachua, FL",26033
48485013200,"Wichita Falls, TX",26033
13215010203,"Columbus, GA",26032
5045031005,"Conway, AR",26032
37119001923,"Hickory Ridge, Charlotte, NC",26032
48201340900,"Clear Lake, Webster, TX",26032
22017024303,"Airport, Pines Road, Shreveport, LA",26032
6037272302,"Mar Vista, Los Angeles, CA",26031
36067000800,"Northside, Syracuse, NY",26031
51037930200,"Phenix, VA",26031
26163515400,"Detroit, MI",26031
4013813000,"Chandler, AZ",26031
17031570300,"Archer Heights, Chicago, IL",26030
4013615000,"Desert View Village, Phoenix, AZ",26030
36063024101,"Gasport, NY",26030
17031190401,"Belmont Central, Chicago, IL",26030
48439110101,"Haltom City, TX",26030
36103159406,"Center Moriches, NY",26030
31109001001,"University Place, Lincoln, NE",26030
55079101500,"West Allis, WI",26030
34013009500,"Forest Hill, Newark, NJ",26030
17031823806,"Worth, IL",26030
55063001000,"La Crosse, WI",26029
25003934200,"West Stockbridge, MA",26029
8001008507,"Northglenn, CO",26029
47019070900,"Johnson City, TN",26028
47147080604,"Greenbrier, TN",26028
1073005910,"Echo Highlands, Birmingham, AL",26028
24005420800,"Dundalk, MD",26027
6067007014,"North Sacramento, Sacramento, CA",26027
6065046103,"Blythe, CA",26027
36063024301,"Wilson, NY",26027
36067011700,"Baldwinsville, NY",26026
48149970300,"La Grange, TX",26026
20009971300,"Hoisington, KS",26026
4025001200,"Prescott, AZ",26026
20091050500,"Arrowhead Trails, Mission, KS",26026
17031660500,"South Side, Chicago, IL",26026
55025002700,"Madison, WI",26026
24510240100,"Locust Point, Baltimore, MD",26026
32003005322,"Southfork, Henderson, NV",26025
31045950600,"Whitney, NE",26024
42071012104,"Lititz, PA",26024
5007020704,"Bentonville, AR",26024
36039080100,"Hannacroix, NY",26024
4013610700,"Phoenix, AZ",26024
21215080101,"Taylorsville, KY",26024
26041970200,"Rapid River, MI",26024
6039000509,"Madera, CA",26024
37067000100,"Winston-Salem, NC",26023
1003011407,"Gulf Shores, AL",26023
6037408301,"Bassett, Avocado Heights, CA",26023
17099963200,"Peru, IL",26023
38061940400,"New Town, ND",26022
19153010802,"Bloomfield/Allen, Des Moines, IA",26022
42049010202,"Girard, PA",26022
8059011803,"Greenbriar - Cloverdale, Lakewood, CO",26022
48355005102,"Port Aransas, TX",26021
21029021101,"Shepherdsville, KY",26021
39085206600,"The Corniola Realty Company's, Eastlake, OH",26021
36105951900,"Swan Lake, NY",26021
26163572700,"Dearborn Heights, MI",26021
25023511200,"Brockton, MA",26021
48273020500,"Kingsville, TX",26020
13057090901,"Woodstock, GA",26020
30111000500,"Billings, MT",26020
37179020313,"Matthews, NC",26020
5051011602,"Hot Springs, AR",26019
39003010600,"Spencerville, OH",26019
46005956800,"Huron, SD",26019
21067003701,"Lexington, KY",26018
54039001300,"Charleston, WV",26017
24005451600,"Middle River, MD",26017
42075003902,"Palmyra, PA",26017
29077004201,"Springfield, MO",26017
19127950600,"Marshalltown, IA",26017
26125130300,"White Lake, White Lake charter Township, MI",26017
41051003602,"Concordia, Portland, OR",26016
48381022001,"Amarillo, TX",26016
17031010400,"Rogers Park, Chicago, IL",26016
55035001300,"Eau Claire, WI",26016
19111490100,"Fort Madison, IA",26015
24005450501,"Essex, MD",26015
41005023700,"Mulino, OR",26015
42003515300,"Pittsburgh, PA",26015
47149042200,"Smyrna, TN",26015
41067032700,"North Plains, OR",26014
40143007617,"Burning Tree, Tulsa, OK",26014
48097000700,"Gainesville, TX",26014
6071002305,"Rancho Fontana, Fontana, CA",26013
48413950300,"Eldorado, TX",26013
10003016801,"Townsend, DE",26013
26045021301,"Eaton Rapids, MI",26013
6065941300,"Palm Springs, CA",26013
53045960500,"Shelton, WA",26013
42071010600,"Elizabethtown, PA",26013
12057012206,"Lakeview Village, Brandon, FL",26012
53061052204,"Monroe, WA",26012
6059074006,"South Coast Metro, Santa Ana, CA",26012
36033951000,"Saranac Lake, NY",26012
40109108313,"Northwest Oklahoma City, Oklahoma City, OK",26011
39061026102,"Harrison, OH",26011
18043071101,"Georgetown, IN",26010
6037920042,"Santa Clarita, CA",26010
36103145603,"Brentwood, NY",26009
39139001300,"Mansfield, OH",26009
4019004624,"Metropolitan, Tucson, AZ",26009
39051040500,"Delta, OH",26009
26125145600,"Waterford Township, MI",26009
6059086702,"Northwest Anaheim, Anaheim, CA",26009
12061050806,"Sebastian, FL",26008
5091020701,"Pinson Park, Texarkana, AR",26008
41067031606,"Cooper Mountain - Aloha North, Aloha, OR",26008
6053001400,"Salinas, CA",26006
6073014500,"La Mesa, CA",26006
12086006201,"Miami, FL",26006
26099251600,"Saint Clair Shores, MI",26006
26077006102,"Schoolcraft, MI",26006
1089010502,"Toney, AL",26005
19103010400,"Hills, Iowa City, IA",26005
47113001401,"Jackson, TN",26005
53061052113,"Snohomish, WA",26005
29121960400,"Macon, MO",26004
12086010012,"Miami Gardens, FL",26004
6087120200,"Santa Cruz, CA",26004
29029951100,"Osage Beach, MO",26003
29027070600,"New Bloomfield, MO",26003
12127083209,"New Smyrna Beach, FL",26003
6073007501,"Ocean Beach, San Diego, CA",26003
33013036000,"Loudon, NH",26003
36047027300,"Kings County, NY",26002
32005001500,"Gardnerville, NV",26002
42089301102,"Stroudsburg, PA",26002
12095016807,"Orlando, FL",26002
49057202000,"Ogden, UT",26001
25001013800,"Sagamore Beach, Bourne, MA",26001
17123961100,"Varna, IL",26001
48113016704,"Lancaster, TX",26001
48201223100,"Parkwood Estates, Houston, TX",26001
19079960300,"Webster City, IA",26000
48293970100,"Coolidge, TX",26000
24033804300,"Hyattsville, MD",26000
29095004300,"Longfellow, Kansas City, MO",25999
41035971400,"Klamath Falls, OR",25999
6053010501,"Prunedale, CA",25999
6071003301,"Fontana, CA",25999
23005011500,"New Gloucester, ME",25999
34015501900,"Gloucester County, NJ",25999
25023511000,"Brockton, MA",25999
37019020103,"Leland, NC",25999
6037603001,"Gardena, CA",25998
48141004317,"Stonehaven, El Paso, TX",25997
20209043905,"Coronado, Kansas City, KS",25997
13059150500,"Athens, GA",25997
39019720500,"Carrollton, OH",25997
13089023306,"Lithonia, GA",25997
6037576402,"Eastside, Long Beach, CA",25997
42083420500,"Bradford, PA",25996
8069002600,"Berthoud, CO",25996
48157670800,"Fresno, TX",25996
21111010004,"Louisville, KY",25996
12086009024,"Miami, FL",25995
55113100500,"Hayward, WI",25995
17097864204,"Wauconda, IL",25995
25017310100,"Downtown, Lowell, MA",25995
4013420211,"Mesa, AZ",25995
18127051102,"Kouts, IN",25995
36083041000,"Troy, NY",25994
36081013500,"Queens County, NY",25994
29183312192,"Wentzville, MO",25994
42061950200,"Tyrone, PA",25994
55083100600,"Suring, WI",25993
27035950400,"Breezy Point, MN",25993
48367140705,"Hudson Oaks, TX",25993
12127082410,"Willow Run, Port Orange, FL",25993
39049007205,"Central College, New Albany, OH",25992
12011080402,"Fort Lauderdale, FL",25992
13261950800,"De Soto, GA",25992
48035950400,"Valley Mills, TX",25992
6037700501,"Central LA, West Hollywood, CA",25991
36111950100,"Saugerties, NY",25991
39153533000,"Barberton, OH",25990
37129012007,"Carriage Hills, Wilmington, NC",25990
6037117201,"North Hills, Los Angeles, CA",25990
37081012617,"Random Woods, Greensboro, NC",25990
6037900506,"Lancaster, CA",25990
12011110403,"Miramar, FL",25989
53063012802,"Spokane Valley, WA",25989
42101006400,"Elmwood, Philadelphia, PA",25989
39013011900,"Martins Ferry, OH",25989
6029004902,"Delano, CA",25988
29175490100,"Cairo, MO",25988
53011040605,"Camas, WA",25988
48049950900,"Brownwood, TX",25988
8041001104,"West Colorado Springs, Colorado Springs, CO",25988
25025070500,"South End, Boston, MA",25987
8091967600,"Ridgway, CO",25987
12031015924,"Southside, Jacksonville, FL",25987
6057000701,"Grass Valley, CA",25987
34039031700,"Elizabeth, NJ",25987
36063023405,"Lockport, NY",25987
42003406000,"Tarentum, PA",25987
36067004900,"Southside, Syracuse, NY",25986
36047028700,"Kings County, NY",25986
55087011000,"Appleton, WI",25986
42111021200,"Friedens, PA",25986
36005028300,"Bronx County, NY",25985
28151000800,"Greenville, MS",25985
55027960800,"Beaver Dam, WI",25985
42019910800,"Butler, PA",25985
12099001917,"The Palm Club, West Palm Beach, FL",25985
36005022101,"Bronx County, NY",25984
48141001202,"Lakehurst, El Paso, TX",25984
36061018900,"Upper West Side, New York, NY",25983
29189210502,"St. Louis, MO",25983
26081012902,"Kelloggsville, Kentwood, MI",25983
48473680200,"Pattison, TX",25982
53053071901,"Lakewood, WA",25982
53033008900,"Central District, Seattle, WA",25982
6037208620,"Central LA, Los Angeles, CA",25982
48113019033,"Garland, TX",25982
46029954501,"Watertown, SD",25981
42043024002,"Elizabethtown, PA",25981
37035010600,"Hickory, NC",25981
21111012503,"Louisville, KY",25980
47155081101,"Gatlinburg, TN",25980
6001401100,"Temescal, Oakland, CA",25980
46053971200,"Herrick, SD",25980
37021003203,"Fairview, NC",25979
19187000900,"Fort Dodge, IA",25979
26125134700,"Walled Lake, MI",25978
21049020105,"Winchester, KY",25978
36059407201,"Hempstead, NY",25978
39023002502,"Springfield, OH",25978
17091012400,"Kankakee, IL",25978
55087010500,"Appleton, WI",25977
47077975300,"Lexington, TN",25977
41009970500,"Saint Helens, OR",25977
36085031902,"Richmond County, NY",25977
26049012802,"Swartz Creek, MI",25976
37051003309,"Westover, Fayetteville, NC",25976
45055970402,"Lugoff, SC",25976
6037533902,"South Montebello, Bell Gardens, CA",25976
45085000300,"Dalzell, SC",25976
36047026700,"Kings County, NY",25976
48201520200,"Northwest Houston, Houston, TX",25975
48139060703,"Midlothian, TX",25975
16055001700,"Coeur d'Alene, ID",25975
8003960200,"Alamosa, CO",25975
12057011606,"Town N Country Alliance, Tampa, FL",25974
19183960200,"West Chester, IA",25974
39017010301,"Hamilton, OH",25974
29183311907,"O'Fallon, MO",25974
20041084200,"Abilene, KS",25974
17183000500,"Danville, IL",25974
16055000601,"Post Falls, ID",25973
23031023000,"Limerick, ME",25973
40151954400,"Alva, OK",25972
34041030600,"Phillipsburg, NJ",25972
6067007016,"Gateway West, Sacramento, CA",25972
6037433501,"El Monte City, South El Monte, CA",25971
55079170300,"South Milwaukee, WI",25971
42119090102,"New Columbia, PA",25971
6013335000,"Concord, CA",25971
51810042600,"North Central, Virginia Beach, VA",25970
12086020200,"Miami, FL",25970
39035177201,"Parma, OH",25970
25025080401,"Roxbury, Boston, MA",25969
42101008802,"West Philadelphia, Philadelphia, PA",25969
22087030209,"Meraux, LA",25968
48201432500,"Westside, Houston, TX",25968
6037218800,"Central LA, Los Angeles, CA",25968
56005000300,"Gillette, WY",25968
42021011400,"Johnstown, PA",25968
42003485000,"Homestead, PA",25968
42081010700,"Hughesville, PA",25968
6059001102,"Los Nietos, La Habra, CA",25967
53033007300,"South Lake Union, Seattle, WA",25967
48245002200,"Beaumont, TX",25967
15003008703,"Waipahu, HI",25967
55081950600,"Tomah, WI",25967
6067009404,"Wilton, CA",25967
42003432300,"Avalon, PA",25967
6061020713,"Meadow Oaks, Roseville, CA",25966
35043010702,"Rio Rancho, NM",25966
55025002601,"Hawthorne, Madison, WI",25966
53053073407,"Puyallup, WA",25966
27029000200,"Bagley, MN",25966
6073014601,"La Mesa, CA",25966
4013103702,"North Mountain Village, Phoenix, AZ",25966
56021001502,"Cheyenne, WY",25965
27123032300,"Midway, Saint Paul, MN",25965
48113014302,"Arts District, Irving, TX",25965
13121011611,"Roswell, GA",25965
6011000100,"Arbuckle, CA",25965
42003192000,"Beechview, Pittsburgh, PA",25965
30065000100,"Roundup, MT",25965
48113016705,"Lancaster, TX",25965
51013102701,"Douglas Park, Arlington, VA",25964
6067008128,"Antelope Woods, Citrus Heights, CA",25964
48303000402,"Lubbock, TX",25964
6013307204,"Antioch, CA",25964
34017004600,"Bergen/Lafayette, Jersey City, NJ",25963
25009251600,"Lawrence, MA",25963
20133952000,"Thayer, KS",25963
34017002300,"Downtown Jersey City, Jersey City, NJ",25962
6073013419,"Rolling Hills Ranch, Chula Vista, CA",25961
42021012200,"Ashville, PA",25961
42101028500,"North Philadelphia, Philadelphia, PA",25961
4013811400,"Chandler, AZ",25961
53053070315,"Auburn, WA",25961
42049011702,"North East, PA",25961
22109000401,"Houma, LA",25960
6075016801,"Lower Haight, San Francisco, CA",25960
4019003003,"Tucson, AZ",25960
5069002000,"Pine Bluff, AR",25960
17031824701,"Midlothian, IL",25960
12009064126,"Melbourne, FL",25960
19123950700,"Oskaloosa, IA",25960
6067007501,"Sacramento, CA",25959
13133950302,"Greensboro, GA",25959
48213950902,"Trinidad, TX",25959
17197883804,"Crete, IL",25958
26049013110,"Linden, MI",25958
42003090300,"Bloomfield, Pittsburgh, PA",25958
22071012700,"Central Carrollton Association, New Orleans, LA",25958
19013000900,"Waterloo, IA",25958
29047021401,"Liberty, MO",25958
48439113811,"Fort Worth, TX",25957
12119911701,"The Villages, FL",25957
12087970500,"Key Largo, FL",25957
4013108502,"Camelback East Village, Phoenix, AZ",25956
48113012207,"Buckner Terrace / Everglade Park, Dallas, TX",25956
39143961900,"Fremont, OH",25955
45043920502,"Murrells Inlet, SC",25955
29095009800,"South Kansas City, Kansas City, MO",25955
27053102500,"Logan Park, Minneapolis, MN",25955
41039002001,"Springfield, OR",25955
17031842300,"West Town, Chicago, IL",25955
6061021603,"Auburn, CA",25954
48029141101,"East Side, San Antonio, TX",25954
26041970900,"Escanaba, MI",25954
55079000600,"Menomonee River Hills, Milwaukee, WI",25954
24015030503,"Elkton, MD",25954
6059074102,"Bristol Warner, Santa Ana, CA",25954
6037211120,"Central LA, Los Angeles, CA",25953
23011012000,"Litchfield, ME",25953
23001010300,"Auburn, ME",25953
13303950100,"Warthen, GA",25953
12117021902,"Altamonte Springs, FL",25953
12101032804,"Spanish Trails Village, Zephyrhills, FL",25952
42021011600,"Nanty-Glo, PA",25952
24043010400,"Hagerstown, MD",25951
12057012301,"Limona Improvement, Brandon, FL",25951
6013358000,"Rodeo, CA",25951
18091042000,"La Porte, IN",25951
48453002425,"Crossing At Onion Creek, Austin, TX",25951
26049011800,"Davison, MI",25951
1077011604,"Killen, AL",25951
26047970300,"Harbor Springs, MI",25950
6037535803,"South Gate, CA",25950
36119001303,"Park Hill, Yonkers, NY",25950
48201532100,"North Houston, Houston, TX",25950
6061021304,"Lincoln, CA",25949
6073002702,"El Cerrito, San Diego, CA",25949
19125030402,"Knoxville, IA",25949
39113021200,"Dayton, OH",25949
13241970301,"Tiger, GA",25948
12095014606,"Florida Center North, Orlando, FL",25948
30049000200,"Helena, MT",25948
6079012402,"Nipomo, CA",25948
6037550400,"Downey, CA",25947
6037123901,"North Hollywood, Los Angeles, CA",25947
29161890700,"Rolla, MO",25947
45019002604,"West Ashley, Charleston, SC",25947
17081050100,"Dix, IL",25947
26151970300,"Snover, MI",25947
26163590400,"New Boston, Huron Charter Township, MI",25947
26115833000,"Ottawa Lake, MI",25946
25001012001,"South Yarmouth, Yarmouth, MA",25946
20173009508,"Goddard, KS",25946
36099950900,"Ovid, NY",25946
13089021907,"Stone Mountain, GA",25946
30097967000,"Big Timber, MT",25946
39085205800,"Madison, OH",25946
10003015000,"New Castle, DE",25946
45055970500,"Camden, SC",25945
29183311735,"O'Fallon, MO",25945
12053040303,"Brooksville, FL",25945
12031015002,"Arlington, Jacksonville, FL",25945
4013106703,"Alhambra, Phoenix, AZ",25945
12083002302,"Ocala, FL",25945
10003016301,"Bear, DE",25945
54081001500,"Beckley, WV",25945
12095016803,"Orlando, FL",25945
36081081800,"Queens County, NY",25945
17063000300,"Morris, IL",25945
35045000201,"Farmington, NM",25944
45079011414,"Columbia, SC",25944
6069000600,"Hollister, CA",25944
42077000600,"Allentown, PA",25943
4013813300,"Chandler, AZ",25943
12103025013,"Seminole, FL",25943
51193010200,"Montross, VA",25943
42069101900,"Scranton, PA",25943
12099004819,"Greenacres, FL",25943
6037302505,"Adams Hill, Glendale, CA",25943
39061005702,"Pleasant Ridge, Cincinnati, OH",25943
53033025302,"Renton, WA",25943
6077001102,"Stockton, CA",25943
6037910101,"Palmdale, CA",25942
51760010700,"Northside, Richmond, VA",25942
23031005300,"Saco, ME",25942
13021013606,"Lizella, GA",25942
26163572000,"Dearborn Heights, MI",25942
12021010414,"Rural Estates, Naples, FL",25942
44007001500,"Reservoir, Providence, RI",25941
53063010601,"Northwest Spokane, Spokane, WA",25941
35025000503,"Hobbs, NM",25941
26099254200,"Fraser, MI",25941
55025001502,"Madison, WI",25940
26099262700,"Warren Woods, Warren, MI",25940
30001000300,"Dillon, MT",25940
26055551400,"Traverse City, MI",25940
36061025100,"Upper Manhattan, New York, NY",25940
48029121606,"Northeast Side, San Antonio, TX",25940
42027010900,"Centre Hall, PA",25940
12019030702,"Fleming Island, FL",25940
36009960300,"West Valley, NY",25939
40143008400,"Tulsa, OK",25939
48349970500,"Corsicana, TX",25939
47187051001,"Franklin, TN",25939
12086000214,"North Miami Beach, FL",25939
6067009407,"River Oaks, Galt, CA",25939
53033028403,"SeaTac, WA",25939
4019004069,"Tucson, AZ",25939
6037204300,"Boyle Heights, Los Angeles, CA",25938
6059062611,"Rancho San Joaquin, Irvine, CA",25938
53053071305,"Tacoma, WA",25938
6037120108,"Panorama City, Los Angeles, CA",25938
2150000300,"Kodiak, AK",25938
47147080606,"Ridgetop, TN",25938
4013071517,"Sweetwater Place, Peoria, AZ",25938
39091004000,"Huntsville, OH",25937
49043964401,"Park City, UT",25937
29021001600,"Saint Joseph, MO",25937
42133020720,"Dover, PA",25937
16001010331,"Boise, ID",25937
21111012406,"Pleasure Ridge Park, Louisville, KY",25936
48439110203,"Haltom City, TX",25936
6019001411,"Roosevelt, Fresno, CA",25936
15003002401,"McCully - Moiliili, Honolulu, HI",25936
53061052502,"Snohomish, WA",25936
6037406902,"Bassett, West Puente Valley, CA",25936
16069960800,"Lewiston, ID",25936
5119003704,"Sherwood, AR",25936
39153510302,"Barberton, OH",25936
25025050700,"Central-Maverick Square / Paris Street, Boston, MA",25935
36005040702,"Bronx County, NY",25935
26025002000,"Battle Creek, MI",25935
36011040800,"Moravia, NY",25935
4013117100,"Midtown, Phoenix, AZ",25935
45047970400,"Greenwood, SC",25935
53063012702,"Veradale, Spokane Valley, WA",25934
4025001802,"Sedona, AZ",25933
8069001708,"Provincetowne, Fort Collins, CO",25933
42017100208,"Bensalem, PA",25933
39065000100,"Forest, OH",25933
17149952600,"Rockport, IL",25932
12086003914,"North Beach, Miami Beach, FL",25932
12103028401,"Gulfport, FL",25932
50025968100,"Whitingham, VT",25932
36047043900,"Kings County, NY",25932
42069101600,"Scranton, PA",25932
17197880416,"Plainfield, IL",25932
17031825505,"Country Club Hills, IL",25932
40147001300,"Ramona, OK",25931
37077970601,"Franklinton, NC",25931
37119003807,"Montclaire South, Charlotte, NC",25930
48201241102,"Birnam Wood, Spring, TX",25930
42091203602,"Norristown, PA",25930
6023000400,"Eureka, CA",25930
18027954400,"Washington, IN",25929
25025051200,"Jeffries Point, Boston, MA",25929
8087000100,"Weldona, CO",25929
36081003400,"Queens County, NY",25929
53063014200,"Cheney, WA",25929
22017024700,"Freestate, North Highlands, Shreveport, LA",25928
6037910711,"Palmdale, CA",25927
48099010102,"Gatesville, TX",25927
6097152903,"Santa Rosa, CA",25927
30111001100,"Billings, MT",25927
42133010300,"York, PA",25926
39103416100,"Brunswick, OH",25926
6059062641,"Aliso Viejo, CA",25926
6097153300,"Southwest Santa Rosa, Santa Rosa, CA",25926
40065968500,"Altus, OK",25925
18097342000,"Wayne, Indianapolis, IN",25925
54097966700,"Buckhannon, WV",25925
53053073406,"Puyallup, WA",25925
34037372900,"Franklin, NJ",25924
35041000402,"Portales, NM",25924
6101050503,"Yuba City, CA",25924
6001401000,"Longfellow, Oakland, CA",25924
6073000500,"University Heights, San Diego, CA",25924
36005037100,"Bronx County, NY",25924
53011042100,"Carter Park, Vancouver, WA",25923
53009001100,"Port Angeles, WA",25923
48201531200,"Northside, Houston, TX",25923
36091060502,"Hadley, NY",25923
48027021903,"Harker Heights, TX",25922
32003003220,"Allure Townhomes, Las Vegas, NV",25922
36005008500,"Bronx County, NY",25922
56029965100,"Powell, WY",25921
2130000400,"Ketchikan, AK",25921
6037603005,"Gardena, CA",25921
6071002706,"Rialto, CA",25920
55023960100,"Soldiers Grove, WI",25920
18085962700,"Silver Lake, IN",25920
13245010709,"Pepperidge, Augusta, GA",25919
6059063302,"East Side Costa Mesa, Costa Mesa, CA",25919
20173008400,"Benjamin Hills, Wichita, KS",25919
26163532300,"Boston Edison, Detroit, MI",25919
48439111204,"Burleson, TX",25919
27053109300,"Lyndale, Minneapolis, MN",25919
41071030302,"Newberg, OR",25918
12057006801,"Sun Bay South, Tampa, FL",25918
37001022001,"Graham, NC",25918
39013011300,"Shadyside, OH",25918
12009066600,"Amherst Gardens, Satellite Beach, FL",25918
48483950100,"Wheeler, TX",25918
45031010500,"Hartsville, SC",25918
6037218400,"Central LA, Los Angeles, CA",25918
26027001200,"Edwardsburg, MI",25918
42133022500,"Glenville, PA",25917
42091205300,"Ardmore, PA",25917
6059076204,"Orange, CA",25917
48055960300,"Lockhart, TX",25916
6071004504,"Verdemont, San Bernardino, CA",25916
48491020803,"Georgetown, TX",25916
22097961500,"Opelousas, LA",25916
25025092400,"Franklin Field North, Boston, MA",25915
12045960300,"Port Saint Joe, FL",25915
39153507600,"North Hill, Akron, OH",25915
51740210900,"Olde Towne, Portsmouth, VA",25915
36047022900,"Kings County, NY",25915
18003010900,"Woodburn, IN",25915
39151713401,"Canton, OH",25915
35001004728,"La Luz Del Sol, Albuquerque, NM",25915
12103025009,"Pinebrook Estates, Largo, FL",25914
29057480200,"Lockwood, MO",25914
10001040501,"Dover, DE",25914
48029172002,"Medina Valley, San Antonio, TX",25914
22073005302,"West Monroe, LA",25913
18167011000,"Terre Haute, IN",25913
12086001101,"Miami Shores, FL",25913
6067008907,"Rancho Cordova, CA",25912
6017030901,"Placerville, CA",25912
55059001800,"Kenosha, WI",25912
51101950102,"Aylett, VA",25911
29125880298,"Vienna, MO",25911
36055010901,"East Irondequoit, Rochester, NY",25911
42071014602,"Kirkwood, PA",25910
55133200600,"Butler, WI",25910
49035104100,"Salt Lake City, UT",25910
6037221820,"Jefferson, Los Angeles, CA",25910
1055010402,"Rainbow City, AL",25910
37183052806,"Southeast Raleigh, Raleigh, NC",25910
26099262500,"Warren, MI",25909
42045407502,"Media, PA",25909
33011022500,"New Ipswich, NH",25909
36115082002,"Whitehall, NY",25909
32031002106,"Mira Loma, Reno, NV",25909
48453002424,"Hillside Oaks, Austin, TX",25909
6037270300,"Central LA, Los Angeles, CA",25908
13023790300,"Cochran, GA",25907
22093040100,"Gramercy, LA",25907
36117020700,"Palmyra, NY",25907
20209044301,"Bethel Welborn, Kansas City, KS",25907
47157020102,"Millington, TN",25906
17031221600,"Bucktown, Chicago, IL",25906
51015070200,"Mount Solon, VA",25906
36117021400,"Lyons, NY",25905
36047044300,"Kings County, NY",25904
53061052701,"Arlington, WA",25904
21047201301,"Pembroke, KY",25903
6107002003,"Visalia, CA",25903
18139974300,"Rushville, IN",25903
6099000807,"Modesto, CA",25903
27053000102,"Lind-Bohanon, Minneapolis, MN",25902
36047031300,"Kings County, NY",25902
11001004300,"Northwest Washington, Washington, DC",25902
4013811200,"Chandler, AZ",25901
12011091300,"West Hollywood, Hollywood, FL",25901
6059075100,"Washington Square, Santa Ana, CA",25901
36081024000,"Queens County, NY",25900
55031020600,"Superior, WI",25900
34023005200,"New Brunswick, NJ",25900
48439111005,"Willow Creek, Fort Worth, TX",25899
6065043254,"Temecula, CA",25899
20099950600,"Edna, KS",25899
48371950400,"Fort Stockton, TX",25899
11001009204,"Edgewood, Washington, DC",25899
36061017401,"East Harlem, New York, NY",25898
48293970800,"Thornton, TX",25898
12127082509,"Port Orange, FL",25898
42031160800,"New Bethlehem, PA",25898
